2.509417778645907718e-02,4.031724502808517463e-03,7.808009515556656177e-02,-1.394474444697144967e-02
3.211923775118893237e-02,-7.566567006454842648e-02,9.521167044495146281e-02,-5.861851241968594334e-02
-7.354962791263629750e-03,-1.025733697845518516e-01,-3.024541491163468959e-02,-7.943154265556423566e-02
-2.591561868174551211e-02,-6.496711659751550072e-02,-8.131351973391287916e-03,-1.061887533651994370e-01
3.607771010094475844e-02,-5.717437527029927552e-02,2.261678240930457828e-02,-1.093427452828703711e-01
-1.577127339374487713e-03,-7.830088052745447225e-02,2.882319553906895551e-03,-6.586432510378800731e-02
7.841992792388691874e-03,-3.759647133364966975e-02,5.470440450081419208e-03,1.013129862949765231e-02
-2.421785704932273228e-02,-2.860242406793538431e-02,-5.827801974019997978e-03,-8.082720787763991721e-02
3.537945615080256151e-02,8.179896719940700500e-02,7.287517766936053853e-02,-4.458272809198066122e-02
3.069018722654159523e-02,3.101462901337920935e-02,3.793322928797534382e-02,-7.466203832436908716e-02
2.940371112158975467e-02,-2.714319635428575489e-02,3.114959880212439872e-03,8.273394863174268754e-02
-2.072907588386717793e-04,-5.363239861319862162e-02,6.977992744475833287e-02,-5.649995711650040997e-02
-4.231884777786561191e-02,1.144293041725710780e-02,-4.082863351991013190e-02,-4.440896775478635899e-02
-2.868152433102607798e-02,5.959689129481850374e-03,2.047922125713071140e-02,-3.472988539485741266e-02
-2.816427913516206596e-02,1.098537615260861480e-02,3.447435043689169032e-02,-3.596924768196809591e-02
4.133618067471745566e-03,-1.102368077767383880e-01,-6.800788620659663219e-02,-5.931295429439270225e-03
-3.108292572202899298e-02,-1.365358193265088782e-01,-1.652045963802062645e-01,-4.073485928247368160e-02
3.032717588711165632e-02,-9.079144691133753109e-02,7.432874278480037546e-03,-1.024793145795236532e-01
2.401726081566050996e-02,-1.913145332608454652e-01,-2.048424811511715196e-02,-9.825170450861024640e-02
-3.648545565539291352e-02,-6.989161491803946857e-02,-9.586851141755633673e-03,1.638679603759473843e-02
-1.680036126095450473e-03,1.932338461208023273e-02,7.455323609796069007e-02,2.477095293378763288e-02
-2.159474749789011896e-03,-2.556772287271048133e-02,5.387682974327601126e-02,-1.221175553394991328e-02
4.163426665838257379e-02,-7.497658894218243997e-02,5.776544929492802988e-02,-1.086558539188428735e-01
-4.366413958096104775e-02,-7.691031994406936911e-02,8.584859239557793287e-02,-7.797225863493791043e-02
1.551664534202266618e-02,3.655077057191821049e-02,1.074995896971116388e-01,-2.707964368249589707e-02
4.093086541154453140e-02,6.934582861385622451e-03,9.319785126800560204e-02,-8.336466797324937339e-02
-4.131976597909930299e-02,4.265894825037757840e-03,3.343302205901826224e-02,-1.136914034061320758e-02
-4.290943035916070653e-02,1.587835690489750734e-02,8.160300488768350291e-02,-2.761467599761536010e-02
-3.126354440710853860e-02,3.116211119404323909e-02,2.023323030715223902e-02,-6.868465707569458567e-02
-2.787407309397825148e-02,1.795200157053204390e-02,4.351101760248890504e-02,1.315341569128177304e-02
-3.565986974052986341e-02,3.543747685631636057e-02,1.316840701086514631e-01,-9.361391328604434792e-02
3.306231814289157384e-02,-2.340863650092548168e-02,2.875133235869490114e-02,3.041767149983639826e-02
