-2.787722915509766725e-02,-3.421655485787234580e-02,-6.947820779900056032e-02,-2.840984255703405889e-02,-7.497560919302942439e-02,3.008064340209455189e-03
-5.354413239574395966e-02,-3.904045618586800964e-02,-9.568064451029847928e-02,6.114785260788518917e-02,-5.651540795415734009e-02,4.600172973682690319e-02
2.009286721093270223e-02,2.172957332542276368e-02,3.590487721609503247e-02,8.784922182198875995e-02,-7.751763514944767786e-02,7.561265160018144915e-02
-2.379314337526460543e-01,-3.523504839842565850e-02,8.453463138220290718e-03,3.465837310733709681e-02,-7.713585951792541195e-02,6.556869262056728986e-02
-6.166013484278910078e-02,-4.808298754866693198e-02,-2.185269517320957353e-02,4.585170509248323589e-02,-5.631376443177443791e-02,9.572624727222273089e-02
3.338125567875696717e-04,8.601625769144277678e-03,2.273926300977717474e-03,6.252659577028735205e-02,-7.083281682699592297e-02,5.983165894289060871e-02
5.139965278564585099e-02,7.484878282928604520e-03,5.132719118569068623e-03,1.691961953936298516e-02,-8.089737254269559197e-02,-1.075501684258401043e-02
-8.496453923067923131e-02,2.954787427997685421e-03,1.246525919988650082e-02,5.256901479153872417e-03,-7.153432945981416657e-02,6.300612616048904824e-02
-3.952788352540262395e-02,-5.481136694532183495e-02,-6.121107142025061093e-02,-1.056056481286102300e-01,-6.719779830323859005e-02,3.322414225635338114e-02
-3.699028252970504999e-02,-4.424283900449807461e-02,-3.079749388336557731e-02,-4.682307103968658818e-02,-5.498645754783890865e-02,6.489309319069988535e-02
1.353319139389496661e-01,6.477342940881218938e-03,9.668466683093247457e-03,9.895387445011161881e-03,-7.751710847843051866e-02,-7.218979693062357872e-02
5.728316962753724189e-04,7.000494335426795181e-03,-6.550907053014608239e-02,3.875558825286400805e-02,-5.776956307190003748e-02,5.223484370846781522e-02
3.474666556905249559e-02,4.980131540400895007e-02,5.689616608190585512e-02,-3.671312617492871605e-02,-8.563903217063958961e-02,4.255282523824150537e-02
-3.240952233707123167e-03,2.739396124140357908e-02,-9.393016290802707127e-03,-2.878186126284528606e-02,-6.882902484798072984e-02,2.894887357469446906e-02
4.902237251377140198e-02,4.194457859306308795e-02,-2.232903647776891126e-02,-2.996441312768478860e-02,-6.345732490175320928e-02,3.853492902641087597e-02
7.269511223860074256e-02,2.277714888406996013e-02,7.485319636966147883e-02,9.726700727908366151e-02,-7.744850987483828386e-02,8.179045928977000599e-03
1.749722578458825714e-02,4.361036322213362321e-02,1.725161626126988368e-01,1.194587422499773788e-01,-9.009809437493826456e-02,3.398488391198670883e-02
-3.118537563188030284e-02,-3.065405617439859870e-02,-8.068309572314212585e-03,8.342257810749725833e-02,-5.235873249631377985e-02,9.347007704472547196e-02
-3.025748927451970757e-02,-1.550200911780817356e-02,1.561441483384810001e-02,1.849304405799281625e-01,-6.397528773762849175e-02,8.766955004218306147e-02
-3.110889389682960568e-02,3.403993467695279329e-02,9.489185266277899711e-03,6.004755232373860940e-02,-2.661857560202753395e-02,-2.340292692659058649e-02
-4.072466467447517606e-03,-2.121401352732776770e-03,-6.332468078166300640e-02,-4.617869828936418258e-02,-7.339433293425193239e-02,-3.205812067402511595e-02
2.585704137164636027e-02,1.180190537137658716e-02,-4.561007215215553273e-02,6.771645324689102609e-03,-6.543629541286717644e-02,1.029583950735515202e-02
-4.689786910726625319e-02,-4.659323556588838150e-02,-5.961003651122916136e-02,6.772333025052418298e-02,-4.634955861362392848e-02,9.825177226973365319e-02
-9.608962157757970288e-03,5.548955493005458539e-02,-9.615364698803328947e-02,9.025146355443888768e-02,4.069995186440798079e-02,8.288248323271463214e-02
-1.515049585274830073e-02,-2.260425055138198108e-02,-9.635291666808235012e-02,-6.255340272194416518e-02,-7.475914768739334859e-02,1.880610718388451771e-02
3.982112256527556987e-02,-2.851650240149460752e-02,-8.711284759902221397e-02,-1.576431021086753190e-02,-4.750886739305393985e-02,8.588029045477252321e-02
-2.778780081947197951e-03,4.154042570530544487e-02,-2.628197508770730578e-02,-2.015112835951129652e-02,-3.934879888500623230e-02,8.484202635373071580e-03
-5.063770486717948487e-03,4.395905840950541099e-02,-7.757989734992935815e-02,-2.576123096428483902e-02,-1.562907386348653949e-02,2.738505276366803506e-02
-2.743423272914682562e-02,2.107174939140945766e-02,-6.191211865103620968e-03,-5.950855774654745245e-02,-8.321127273179605710e-02,5.863582414943088739e-02
-1.375220978645994886e-02,2.214765801781097207e-02,-3.319444171802405502e-02,-4.212217209891598590e-02,-6.133957038477050316e-02,-2.026154228379184810e-02
