-6.202997675906251479e-02,-4.653964524092627647e-02,-9.706256817589881125e-03,2.441965818056043500e-02,-7.546441277429488670e-02
-9.953995564828412024e-02,-2.813183308720415554e-02,-7.862607753980172323e-03,-6.039493303783799449e-02,-8.794007937256866081e-02
-5.201756331953157064e-02,8.293604222199689457e-02,-8.182825576396218423e-03,-8.977245272945531818e-02,-9.699621724014725194e-03
-1.774078841953058150e-01,1.112317613545204115e-01,-4.397069803751724182e-02,5.249572392680455085e-02,-1.012946876677776886e-01
-6.805547793304402016e-02,5.234187789856029754e-02,-2.987283722186197948e-02,-4.857872949636502652e-02,-1.009502139871893550e-01
-5.881485398078197674e-02,4.726288666307832537e-02,-1.217775609947121390e-02,-6.470324837612149993e-02,-2.714675155649202629e-02
-2.665700520596937101e-02,1.224592250150096425e-03,2.600461788067759406e-02,-1.705215068956268676e-02,-3.862291863206841194e-04
-8.298847406701327645e-02,6.613011456345091466e-02,-4.881592401845419316e-02,1.332762824626815799e-02,-5.172509223013561225e-02
-2.412820395803023932e-02,-4.289177611320985767e-02,-5.366041017236719557e-02,7.546906983500435706e-02,-1.151245722863790955e-01
-2.650265225928403329e-02,5.614295425461163745e-03,-4.927382546910540756e-02,2.203096032664348877e-02,-9.890655060586409086e-02
2.018201488513568856e-02,-4.129382289963849650e-02,7.984422637214934337e-02,-1.654483561195515748e-02,3.758146379724066483e-02
-6.249728572517754266e-02,-2.037770063853743679e-02,-3.096138116149256200e-02,-6.262430624673630264e-02,-4.319680526007058791e-02
-7.879703704302944145e-03,5.654524363429731804e-02,-4.798732128041292844e-02,1.705179661483772341e-02,1.092784360791904628e-02
-3.835534090327279849e-02,5.051563874572193545e-03,-4.432086419064217020e-02,1.437933741125958960e-02,-1.737327624508419946e-02
-1.044134800105280501e-02,-1.710457022030069732e-02,-5.303711608268885103e-02,-1.451961607111239283e-02,-5.044935193885302302e-03
-2.271343677670891945e-02,7.949067998809314362e-02,5.750899666557626744e-02,-7.734352148023934670e-02,3.907827352793023096e-02
-4.386628807570600724e-02,1.922729176269545592e-01,4.965160107518021282e-02,-5.823737189265269093e-02,6.266984331531046115e-02
-6.242661828832424958e-02,6.285989311688625070e-02,-1.353546887494097052e-02,-8.562342338308208400e-02,-7.106485660181420527e-02
-1.038611755886847399e-01,1.045076507951265832e-01,3.229541166121716739e-02,-1.525282598763233743e-01,-3.631245670157214750e-02
-6.506567927591007383e-02,2.294778196552944849e-02,2.225352845951088926e-02,-1.829752700778356292e-02,3.814955596483089739e-02
-5.164064486383169311e-02,-6.589377292276892006e-02,-5.744473866244824076e-03,4.351761365381914132e-02,-3.271959650908893430e-02
-4.160741106714100496e-02,-3.203080596937608882e-02,-1.043465058341623043e-02,-2.409779660549057206e-02,-2.020982141526387471e-02
-7.259498797877593501e-02,2.099837873238340202e-02,-2.850578143339799198e-02,-8.292080762043457787e-02,-1.022784554392346806e-01
-4.534709545677371306e-02,-3.511147327476995400e-02,-6.950351414498835700e-02,-1.339279299058523665e-01,8.139910654883956292e-03
-5.059414748490455305e-02,-7.488219417833372193e-02,-4.461490654901089509e-02,3.017557577813604827e-02,-8.408775398650235322e-02
-6.340759579912178673e-03,-4.845630661826155067e-02,-5.681116686785354919e-02,-5.723782011796380714e-02,-9.251740713609317435e-02
-3.479359309438619791e-02,-1.948446128961674184e-02,-3.961622602186544440e-02,8.052414309134827905e-03,7.810364478875625113e-03
-3.289653937357716468e-02,-5.988943366650313627e-02,-6.831789976563133748e-02,-1.165818710073595992e-02,-6.565998013625687357e-03
-4.327592371365291540e-02,2.020608491687019351e-02,-7.686130357930681667e-02,3.654808009317346562e-02,-4.673355555676272921e-02
-4.726520715724095989e-02,-3.484157798396521344e-02,-2.129418559926205337e-02,4.381597789275715887e-02,-8.115290213537145261e-03
7.437242925544572565e-03,-9.306736431895173967e-02,-1.318966126606773426e-01,-7.714552531683009640e-02,-3.396872262983181151e-02
-7.487854623988753067e-02,-1.228065023769534317e-02,4.859862377575371872e-02,4.823701853390317124e-02,-5.226859925416738051e-02
-1.231121695395201859e-01,-2.522238473890224542e-02,3.464275936470296441e-03,1.678611052480435961e-01,-6.842671924153072294e-02
-3.884554645859631533e-02,-2.776946298119444684e-02,-9.595713766421824775e-02,3.110174982930122636e-02,-5.875467564810103044e-02
-6.951131828372744681e-02,-1.242120864504301335e-02,-4.558693111366545619e-02,4.156854620576624221e-02,-8.686970252711410934e-02
4.858581760198831673e-03,3.711319577622370497e-02,-3.682550065037693693e-02,-4.987078981952221962e-02,-5.224269318220450126e-02
-8.460457446171593121e-02,-2.602233509639536452e-02,7.583116800203085206e-02,1.509362168596359299e-02,-7.129066374170463238e-02
