1.330146858230277403e-02,-6.678871884728618258e-02
5.311044865291535480e-03,-1.264832398302426497e-01
-1.363572249768825115e-02,-5.177630039597060085e-02
-2.253292833005979268e-02,-7.512835020888347648e-02
3.314031412987260283e-02,-1.029942366885098215e-01
-1.028668493546573866e-02,-6.205175655859311579e-02
-3.573409078262724473e-03,-6.456174082641866728e-03
-1.670636238279436109e-02,-5.241289878191479623e-02
4.615782619293032352e-02,-6.639385646868728452e-02
4.049964806500842146e-02,-7.150038085961171741e-02
9.075229978547335805e-03,4.273516388096940816e-02
-1.621365065775851738e-02,-9.902394682684172167e-02
-2.399072177955872617e-02,6.975974206740338628e-03
-2.426988896462251022e-02,-3.352104585027748662e-02
-2.485669707820413465e-02,-4.337614515242815133e-02
-8.712041107299435191e-03,2.044484398331385469e-02
-2.630720651537730645e-02,6.541188220819163512e-02
2.162613802449107892e-02,-9.456586753330238626e-02
-3.126806968215211768e-03,-9.350052704027252137e-02
-5.125782402152342238e-02,5.084419422589621894e-03
-1.359418658198875869e-02,-3.347011040464586973e-02
-1.536569099580819241e-02,-5.241687871210155142e-02
2.819760773318670879e-02,-1.324347854195354335e-01
-6.232734550557901543e-02,-1.260253399648065542e-01
8.513075503174379055e-03,-8.851297770214809624e-02
3.646959771443997189e-02,-1.233798077635733653e-01
-4.225303214629388959e-02,-2.706913909537182403e-02
-4.701975831420780044e-02,-6.972432745757034533e-02
-1.597570488346253259e-02,-4.948320423753098385e-02
-3.169257852638226319e-02,-1.658695675747950959e-02
-3.468686707067131225e-02,-1.449566969034338793e-01
1.660194057296844258e-02,-9.168404179570434701e-03
-1.600638609903421231e-02,6.322986823259821483e-03
-1.825874959664777405e-02,-8.003159716384496136e-02
7.994781648164956886e-03,-7.268167095745435569e-02
3.122290085566093581e-02,-5.982437554348853104e-02
3.436527626917366962e-02,-3.242410048108404497e-02
5.237341382697018044e-02,-2.143969061416459848e-02
-7.699726747578152213e-05,-2.805833063791645168e-02
-1.982445586416990008e-02,1.366454186810498739e-01
-3.004515541910168785e-02,-6.138451282179269858e-02
-3.021050053659114776e-02,-7.752885441197487904e-02
-4.009552374636744798e-02,-7.033395889740540197e-02
1.426221289243887781e-02,5.214030466721081281e-02
6.171880050350913791e-03,-2.579523697812267924e-02
-2.162723784253815437e-02,-1.079992531568716441e-01
1.602054324765903384e-02,-1.068907070868741621e-01
4.121862281838657022e-03,-3.438408090005986434e-02
1.355796695464005111e-04,-4.752174118495909594e-02
4.028954617692160831e-03,-7.371108278382265677e-02
-9.871409125567571358e-03,1.039929618568757180e-02
1.802551225751677227e-02,9.500125774840702253e-02
-7.202660322766503247e-03,1.808959797397574620e-02
-1.208000815917922334e-02,-2.108726416136027029e-02
-2.095685236026912333e-03,-1.061007201228244545e-01
8.413608696925683333e-03,-8.181609429552844093e-02
-7.997624996910408443e-03,-4.521222859299171837e-02
4.383567732432596883e-03,-1.210505735677669253e-01
1.534931823998449130e-02,-7.699126675932645159e-02
-5.946768143513374294e-02,-1.210098452384082701e-01
-8.072498220844367967e-02,-6.981650230154035075e-02
-8.578316590657919516e-02,-9.187766288288644334e-02
-6.026055515478944552e-02,-3.958387677676895866e-02
-3.901063058844184833e-02,1.114668837340700852e-02
-4.501900179093190624e-02,-1.326517413513129406e-01
-4.585959799656918329e-02,-7.701426834509172981e-02
-7.316691910346165804e-03,-1.157006099655501635e-01
-1.597878573466458146e-02,-7.493034642020311720e-02
-7.093357694981454117e-03,-1.084651516506769664e-01
-4.843494185403417196e-02,-2.098151215236009060e-02
6.672975068790444608e-02,3.628736950720071880e-02
4.728943154117407066e-02,5.949655433610194499e-02
5.624179532290868311e-02,5.531418907291116988e-02
1.000489523562414218e-01,-9.399020108484274633e-03
4.676235058389732052e-02,2.732055994543455477e-02
4.480052372764773555e-02,7.046436555933195678e-02
5.993435033450405375e-02,2.245749118725790319e-02
1.370704543911841766e-01,7.328639005669798645e-02
9.520960403251729764e-02,9.118620735200111405e-02
5.452223857088613762e-02,-2.539192922883746692e-02
3.671395396569480940e-02,9.731662565827844946e-02
8.731714162351941755e-02,1.009428244744451086e-01
1.225182700160740851e-01,1.034802839357202575e-01
1.156858653487449345e-01,-7.458221607029869027e-02
1.117347853229592597e-01,-4.668225063937215570e-03
8.284017698529490270e-02,-3.731287258749874797e-02
9.729908322655818342e-02,-7.140216868720633547e-02
1.001515747610167012e-01,2.721245709054180908e-02
1.440640804097023664e-01,1.383056224261749179e-01
1.379626563374003467e-01,1.001470123584487920e-01
1.276535743676129042e-01,-4.818824267108007264e-02
9.228433308315928119e-02,-2.611274585470423244e-03
9.383290976262841088e-02,3.532983801249847677e-03
8.257390808919454206e-02,1.319077917344256001e-01
8.489023598193394526e-02,8.250517249844233070e-02
4.972209107027285302e-02,1.359037538970949040e-02
1.059668466610422799e-01,1.827970301550375237e-02
