-8.837162067377493102e+00,-5.875103043739069442e+00,1.864002081926829701e+00,-7.846331106730731086e+00
-8.817764850162614465e+00,-6.066836057590337283e+00,1.253956337299056978e+00,-7.260953892926232278e+00
-7.902689638000997441e+00,-5.546231967978261679e+00,2.116270420024628507e+00,-7.755252751009208190e+00
-7.636855960058823278e+00,-5.615991048816124653e+00,1.943699489634501454e+00,-7.375005644448485498e+00
-9.649417433307956316e+00,-6.120173810903002831e+00,1.172579152472566832e+00,-7.844401635687686891e+00
-8.051767941588392929e+00,-5.633272445755615365e+00,2.015347651284284947e+00,-7.673878538014245798e+00
-8.043124006768209711e+00,-5.468088271732524319e+00,2.617684643238333386e+00,-8.241000404393965084e+00
-7.784709070943836018e+00,-5.545490711690817420e+00,2.171280554501194171e+00,-7.629243857915562366e+00
-9.935456365393715572e+00,-6.093105120732035473e+00,1.569733225543578969e+00,-8.209633118083818459e+00
-9.774839907760277669e+00,-6.049179252452886679e+00,1.505521029912430642e+00,-8.145217341349312079e+00
-8.267409260212291500e+00,-5.365312394491761339e+00,3.084287946363963862e+00,-8.860077434137354047e+00
-8.015635180401634585e+00,-5.773807075995547322e+00,1.735037968029309763e+00,-7.213925616492529613e+00
-7.330022738393249249e+00,-5.220903997207661185e+00,2.890246560006810128e+00,-8.052894786010131867e+00
-7.478598021156688702e+00,-5.423320169228178500e+00,2.506309182386560419e+00,-7.666675836993428028e+00
-7.519617602967140435e+00,-5.456637031013217509e+00,2.419359844745505583e+00,-7.560005454566691263e+00
-7.763357096193915119e+00,-5.282276501906677524e+00,2.867435991496166015e+00,-8.511005265548947207e+00
-6.981053322680222273e+00,-4.922458456340873312e+00,3.404039239682361995e+00,-8.739543370990427107e+00
-9.239740647151437614e+00,-5.994381433203461285e+00,1.351890701682525009e+00,-7.807387352691897320e+00
-8.400368641155365523e+00,-5.809362627284653691e+00,1.539475434745743110e+00,-7.593792065844689354e+00
-6.411587403020745590e+00,-5.075262392356620467e+00,3.152023992273614628e+00,-7.754819251892386411e+00
-7.815182714560964250e+00,-5.546464547806198908e+00,2.493279859791649233e+00,-7.785869821579231242e+00
-7.849646434612030710e+00,-5.588476543221393200e+00,2.254467940590846986e+00,-7.634997918826917029e+00
-9.613626970486485845e+00,-6.221195135221310402e+00,9.231199106866809778e-01,-7.516272347638857099e+00
-6.641454409148725979e+00,-5.538880288220521919e+00,1.852371999724791607e+00,-6.378130973465728104e+00
-8.781917109992985360e+00,-5.934347832373859433e+00,1.697542890671392302e+00,-7.541519223286904605e+00
-9.882184043856014455e+00,-6.247588585299575392e+00,1.016798314536220937e+00,-7.622349248619007867e+00
-6.864140718042851752e+00,-5.275115351804458896e+00,2.762521003708700906e+00,-7.490192463488902774e+00
-6.896807671933955497e+00,-5.430246587768017719e+00,2.376052178925409653e+00,-7.009908136479737983e+00
-7.817380131075822192e+00,-5.541703144412589488e+00,2.243896321288615603e+00,-7.600620501058440226e+00
-7.153438294945618559e+00,-5.325442811885766403e+00,2.806665694319706361e+00,-7.710965063934256847e+00
-7.654979554982261014e+00,-5.820579888134309599e+00,1.460966676113756968e+00,-6.440226830352612453e+00
-8.684520360175634224e+00,-5.658439138616562225e+00,2.436048185597956994e+00,-8.465225060751015107e+00
-7.516848801342516317e+00,-5.380056846863680242e+00,2.934324978721905897e+00,-8.099472821420691915e+00
-7.878036848354071253e+00,-5.669488027821133258e+00,1.978520761907994308e+00,-7.257010416705869993e+00
-8.686239532931340435e+00,-5.843561476344835803e+00,1.813297220881057159e+00,-7.707849841021238824e+00
-9.441129386716118788e+00,-5.904189809748612738e+00,1.670250226765359169e+00,-8.184770210955235825e+00
-9.363083394117131419e+00,-5.897228605752777852e+00,2.032425072222058482e+00,-8.514905903150586042e+00
-9.953350041469640530e+00,-5.882481316177862851e+00,1.842163061787208012e+00,-8.820243573851948682e+00
-8.252216248471151872e+00,-5.570119005697059755e+00,2.342041556504104616e+00,-8.012240196281892324e+00
-6.894021398638393805e+00,-4.699407837051023940e+00,4.205380276093078962e+00,-9.398733114418451606e+00
-7.422769117815763984e+00,-5.474723328567327130e+00,2.218516190233229768e+00,-7.357336377892943702e+00
-7.475169509830587700e+00,-5.552585055224334099e+00,2.054836285594785927e+00,-7.205679529629470004e+00
-7.117570076863504624e+00,-5.422044545941085758e+00,2.145650165014513000e+00,-7.209634271628504010e+00
-8.370336346690443463e+00,-5.323227652162238144e+00,3.059591093026340136e+00,-8.872726087806656281e+00
-8.411398404368474857e+00,-5.594265576732905032e+00,2.231271766702973114e+00,-8.166144469965452402e+00
-7.890199318797423089e+00,-5.766551946462389111e+00,1.687695480764434208e+00,-7.072468158027548135e+00
-9.101654573125685488e+00,-6.034942967691788063e+00,1.349251522257041813e+00,-7.509552651792381184e+00
-8.393202579134722896e+00,-5.635931142768948021e+00,2.206513416214915591e+00,-8.084002592735608062e+00
-8.333116490703478263e+00,-5.674799977089499237e+00,2.139757417720275612e+00,-7.924453329791552925e+00
-8.557718164313412146e+00,-5.846551504799345267e+00,1.881559805781334527e+00,-7.686364639279785749e+00
-7.730225045982336063e+00,-5.363767749940614671e+00,2.850860513852317535e+00,-8.286137316921633911e+00
-8.329760506737791559e+00,-5.162667546320290235e+00,3.456388992960485407e+00,-9.486458065016167396e+00
