-1.012273124046519923e+00,-4.994107124486663607e-01,-1.313036713869265848e-01,1.653973417229840093e-01,1.410012560300324402e-01,6.306278879794484371e-02,-2.602674801506488569e-02,-8.184305902815712172e-03,6.407884759311762747e-03,3.557889269516262016e-03,-5.488904322380404668e-03,-1.390581381416562071e-03,-1.834437309272424091e-04
-9.212621408663166367e-01,-4.484733383809346163e-01,-5.994220932849497752e-01,1.049087216571892300e-01,8.881527259424955301e-02,4.166226606716678937e-02,-9.793207351302610220e-03,-8.254649159052536087e-03,4.684008616034861065e-03,3.736411296848087590e-03,-4.426816143798095586e-04,-7.903276419578941347e-04,-1.170749010566073632e-04
-8.533006133150516925e-01,-4.222946226267503822e-01,-8.491967653641977476e-01,7.391060040915056750e-02,9.012224615499050961e-02,4.639349556057276863e-02,-1.029889385525954888e-03,-2.418673912357418090e-02,-1.738187519736659071e-03,-2.557979650013992873e-03,6.745487921554423581e-03,8.881196219798678229e-04,-3.943914114385128563e-05
-9.795717915389540176e-01,-4.312677339425785572e-01,-7.143243845135397452e-01,1.127246131350483627e-01,8.753109640928415092e-02,4.526344113545376080e-02,-1.292618866205225321e-02,-2.256203365278066503e-02,-5.845797456995090007e-03,-1.242680216218362789e-03,3.931923536803947142e-03,7.949134677759866303e-04,-8.262559776065559250e-05
-6.416387781128318757e-01,-4.202106726225425248e-01,-9.333530472368108954e-01,-5.686078892558287488e-03,8.840289531504685883e-02,2.826011951891636148e-02,2.506705941634783733e-03,-2.030077667346067913e-02,-7.916187521690560419e-03,-1.598084183464662782e-03,1.136360264067532572e-02,2.192091863352956145e-03,5.319713139063239042e-06
-9.342446590075080826e-01,-4.176932113646127931e-01,-9.593655048549732944e-01,1.338009858519979833e-01,7.929974437648371066e-02,5.218180847103412456e-02,-2.314329058582744944e-03,-1.408872690067469735e-02,5.301409239584880563e-03,-7.012462481538826297e-04,7.161196373268226105e-03,1.843114736264553474e-04,-1.640518589323970825e-05
-6.749946621777026534e-01,-4.435180971776512271e-01,-7.389209384569610517e-01,5.441856293924276534e-03,1.094351475613989516e-01,4.290516827448356829e-02,4.866409695391996949e-03,-1.428610314605355952e-02,8.637346880487409284e-03,2.481788687440152075e-03,2.263215759436264154e-03,-6.705433483153906433e-04,-2.893034883972917640e-05
-8.213519963392773571e-01,-4.547929961203601712e-01,-6.213992668355782234e-01,7.572152460230364979e-02,1.178840054586589026e-01,5.358794289899888180e-02,-3.433581384587488378e-03,-1.254540271566386735e-02,7.873543111642747339e-03,2.063446781678384377e-03,8.057620440636250507e-04,-1.466470220416127724e-03,-2.106788815628007837e-05
-5.922889620714637537e-01,-4.287201883296991589e-01,-9.374710218092379144e-01,-6.145897882041716567e-03,1.023097271968143734e-01,4.092187786856334858e-02,1.067869996641294776e-02,-2.581684824537011647e-02,-1.097815007971618059e-02,-2.608752258254820513e-03,1.240211644023664697e-02,2.797547478712273002e-03,2.529008970254505769e-05
-7.327521054150366517e-03,-4.414212306244283957e-01,-9.447078974050334699e-01,-1.405168427115647267e-01,8.175095378241392652e-02,2.069366726150647165e-02,3.775258745152047790e-02,-2.482475004813559927e-02,-8.314556163251289947e-03,-1.024089298740217405e-03,1.374286835776269457e-02,2.421121929720457776e-03,1.102494717484640174e-04
-9.226762333448530473e-01,-4.066830573909857027e-01,-1.049399408803024514e+00,1.167638934923166394e-01,7.440253425210219262e-02,4.045312967698678347e-02,-1.439016216770062223e-02,-1.585150870568635337e-02,-7.053029703070842586e-03,-2.824141807287143448e-03,1.418355022765653908e-02,2.524225718415684314e-03,1.083899523433525159e-05
