5.099700774841800510e-03,3.855721760464714265e-02,-3.552175439787598130e-03,2.930445271636074149e-03,6.650632627666995707e-03,-3.627082637215177374e-02,8.697492663475271668e-02,1.406059475331638241e-02,-2.390985605295666006e-02,3.672727424496093421e-03
2.290367796699933206e-03,5.488291983767278059e-02,-1.020779758363656205e-02,6.879961459458194990e-03,1.197066463489765593e-02,9.884029865575838774e-04,5.672336523501127908e-02,4.331246051100160616e-02,-1.803841991948946372e-02,-3.231375383674967971e-03
3.697500777421171107e-03,7.835839158325245968e-02,-9.308600392341766921e-03,1.591872728303735454e-02,2.183994814778706176e-02,1.648448385186678661e-02,4.704357391839741886e-02,3.297432489030736186e-02,-2.839968519493563191e-03,-4.877173976329193111e-02
5.514022422224542155e-03,7.874740696274121210e-02,-6.767662870377774871e-03,1.408435386170492874e-02,1.936964820721064767e-02,1.005615913176989736e-02,5.384898172190164672e-02,1.879059059613053667e-02,-1.342240341543964044e-02,-3.204762955333767538e-02
-3.575780696841411154e-03,6.702740922521041589e-02,-1.541197042712410398e-02,1.503873568654244368e-02,2.069193016566021545e-02,4.072130150860957254e-02,3.207561388765487603e-02,3.699981522531544526e-02,-1.253405854950600563e-02,-4.995522613098386799e-02
-1.016310871214162748e-03,9.043891862620030697e-02,-6.107872364226931035e-03,1.200874483089829810e-02,1.604261018548019252e-02,4.750292228458095900e-03,5.020071849312238155e-02,5.324732760934632742e-02,-3.710171161378245791e-03,-3.206540730660045746e-02
4.411366269477111531e-03,4.318972977922803935e-02,-1.653950109657924966e-02,1.016811759485009882e-02,1.579105693235752228e-02,1.684601276133172038e-02,5.088511415410659072e-02,5.986962413004961320e-02,-9.478230034925153730e-03,-3.187220651537778227e-02
2.775984100751328291e-03,5.149259992458717072e-02,-1.131808135846555131e-02,8.125666134481021943e-03,1.262568970569217207e-02,-9.420406804879760806e-04,6.325001691490116096e-02,4.756839181882622364e-02,-1.027650785138034019e-02,-2.417799806649902766e-02
-3.914967799939965930e-03,6.930706814938138172e-02,-1.580464714639089052e-02,1.536835467091996615e-02,2.052260989068617134e-02,4.540478502021665780e-02,4.260443924306225871e-02,3.323401647551060822e-02,-1.079255932184468525e-04,-6.177286412618489958e-02
-7.242853559900426855e-03,3.312700417442001471e-02,-2.304489061682131121e-02,1.522701830227698137e-02,2.494072320040006951e-02,7.530620542010940666e-02,2.115940339275107843e-02,5.357132955709204003e-02,1.588090894912225909e-02,-6.725419941212684716e-02
-5.709986769346878099e-03,1.033093981371942388e-01,-4.580692410591878996e-03,1.538450495684452225e-02,1.610581818758247477e-02,1.846345222325242522e-02,3.886595539239112024e-02,3.361375997168210283e-02,-2.004746599153369238e-02,-4.060773537880676270e-02
-5.290000429605980561e-03,6.302822459761261986e-02,-1.593022250406733384e-02,1.388535323904240004e-02,1.944801557261879865e-02,3.404985219719913053e-02,4.247183699345283281e-02,2.773014127677945334e-02,2.573557551628143092e-03,-4.838146341499166558e-02
-9.464358436857436482e-03,-2.875651687627204037e-02,-2.965898896018196590e-02,1.935975972233803600e-03,1.679634971968826940e-02,8.629106540057421282e-02,5.075325506359673611e-02,2.736967355637254934e-02,1.869368205792606638e-02,-2.602647144253740497e-02
-5.956411776574611038e-03,5.641820168383125233e-04,-2.728801561772519965e-02,7.058387239766499358e-03,2.036903962911342653e-02,7.762288407254626377e-02,4.712564936061099108e-02,3.628281794265164617e-02,2.075927173823722410e-02,-4.470333700221184453e-02
-5.349284515033439664e-03,-1.043111675577210011e-02,-3.023099360881389627e-02,5.526968658283615710e-04,1.340855499826464070e-02,6.727554431269355817e-02,6.094339619413687015e-02,3.618226050945015648e-02,7.161409629840572583e-03,-1.528994650828131331e-02
