-5.728391005787664830e-03,-6.884307266391677047e-03,-2.317831809420321451e-02,1.883405661653415886e-02,-7.839013008879232997e-03,5.047955316492896971e-02,-3.559900289587201311e-02,-2.578223918884850474e-02,6.125784409404749081e-02,-1.118733385602697569e-02,-3.262529798308904348e-03,-7.822389607364427233e-02,-2.831699194125797403e-02
-1.129978696171479724e-02,1.394936453790745698e-03,-1.936814841446214686e-02,1.295444419584353656e-02,-8.494978571277008589e-03,3.024238693556289756e-02,-5.501807939512105144e-02,-1.463558208182538919e-03,-2.633605668635002200e-03,-1.201651329429947838e-02,-1.426509459829788072e-02,-6.119640178603238945e-02,-3.100130504951188054e-02
-7.133794004705868233e-03,1.707343273365278385e-02,-4.959430649075618688e-03,-4.632597025054408001e-04,-1.335140263899180745e-02,3.761833810688163752e-03,-4.066356846704825140e-02,-1.210841364666698575e-02,-8.837923215980249270e-02,-1.531322414489166665e-02,-6.169058606187397421e-04,-8.032273018539740073e-02,-1.633787451455977896e-02
-5.203517082174467269e-03,1.305121586409033717e-02,-1.128501717028598285e-02,9.084610638118488513e-03,-1.271988874914639980e-02,1.903595697363145989e-02,-2.498138725635222837e-02,-8.090023825610064695e-03,-6.231595870127065034e-02,-1.406326517821801514e-02,-2.403932605357898475e-03,-8.421807240681838946e-02,-2.343346793828449473e-02
-1.246170790243356606e-02,1.772928463576033467e-02,7.045133560291054302e-03,1.151593999486932515e-02,-8.906319026849806447e-03,-3.211497301736294246e-02,-3.210388917765523431e-02,1.171322258969188616e-02,-1.300820481511669180e-01,-1.121284849371964772e-02,7.703592083444486989e-03,-7.452221034648040532e-02,-1.203448255797426314e-02
-4.467237058871492521e-03,1.438960681079121118e-02,4.814167949431159181e-04,8.568783352134794152e-04,-1.007357845919261245e-02,2.290581084978962623e-02,-6.897833340841047489e-02,-1.045958385230662518e-03,-8.165689449952752421e-02,-1.022616247679638407e-02,-4.880672330732273995e-03,-8.092136435157794294e-02,-1.095871433672193640e-02
-1.711533222117299011e-02,8.743000353454944903e-03,-1.305908688085748171e-02,4.388353003509015346e-03,-1.039550517044762062e-02,-2.388843871612939245e-03,-7.043979329270333434e-02,-1.318183320170387800e-02,-2.942061561798910152e-02,-1.499350855060030581e-02,-2.142376140610893764e-02,-5.467472730893670196e-02,-2.216504871548324873e-02
-1.203910483154638396e-02,4.762664500024287387e-03,-1.903622867060503557e-02,4.890739010909733037e-03,-9.975201214898480467e-03,2.138972664209808430e-02,-7.205160367813556732e-02,-2.051725688479262219e-02,-7.512942689230779972e-03,-1.329245970273736262e-02,-2.334161051532316830e-02,-6.351851940148206532e-02,-9.315087120042411448e-03
-1.238584164803964091e-02,1.877250299919878615e-02,1.169296979590348125e-02,-1.169345478848522702e-03,-8.341934635034920983e-03,-4.420759354992304102e-02,-2.518404805715693945e-02,7.895875482363388931e-03,-1.433540550680000580e-01,-9.486008876782916002e-03,1.044092513344148376e-02,-8.992895389845036169e-02,-1.149049046737560253e-02
-2.036098048652074458e-02,1.706291346033792997e-02,9.516778391911109511e-03,-1.685783993058556640e-02,-7.029733411456320219e-03,-8.566891389053273020e-02,-4.187684653742255320e-02,1.552316218692141245e-02,-1.490995948382358161e-01,-1.488277222757061931e-02,-2.085390471960193483e-03,-5.398909604615458740e-02,-2.331907070872652615e-03
