5.811776181052468598e-02,-1.889144718801919962e-02,5.895268488299350122e-03,-1.041613625455617767e-02,2.694112221170269147e-02,3.172118375341027863e-02,-1.745586480094128007e-02,7.925942173627577303e-02,1.830346737035815075e-02,4.902851008231500635e-02,7.419444969515973445e-03,5.498470135392541022e-03
-3.953077543900835114e-03,-2.191275957195942120e-02,-2.354575378158458784e-03,-1.145045999856550770e-02,2.950208823891901054e-03,5.452968043897937767e-02,-2.434572679483027954e-02,6.193591313705831131e-02,1.308759564566024103e-02,2.846724042777926122e-02,8.262347650497259971e-03,1.120783441307645310e-02
-8.912912236003768529e-02,-1.427611032731819062e-03,-1.811076076690902592e-02,-1.482782901615431817e-02,1.249130725967239654e-02,4.123763095069576945e-02,-1.089908346602291508e-02,7.974607473824414650e-02,-7.726188294299128081e-05,2.493715466265260423e-03,1.341152550981011826e-02,7.013967197655738423e-03
-6.411430507057484796e-02,-6.816031332134884872e-03,-1.422546884186756851e-02,-1.345219157297950288e-02,8.484025539509859604e-03,2.500995928492700388e-02,-1.796054600723101177e-02,8.339037692515682831e-02,9.129180649055022162e-03,1.735825731681499284e-02,1.266317621095377176e-02,5.097172294234733440e-03
-1.296899327942094837e-01,1.241235125280115877e-02,-1.871301823212978901e-02,-1.064335487150622900e-02,-1.192684339436649900e-02,3.410189561791633628e-02,-6.570047226093478875e-03,7.368728407032937300e-02,1.162392946280868707e-02,-3.387047128606986840e-02,9.113950586252075534e-03,1.239232565924032817e-02
-8.146537310342685800e-02,4.419935728607026762e-04,-1.519336434791454353e-02,-1.015366382805333277e-02,1.650199369388859541e-03,6.983409255114782221e-02,-8.382879033981291070e-03,8.078281378076991592e-02,1.565238678023601069e-03,2.224327875861129011e-02,1.021527192430075719e-02,4.412283269408324993e-03
-2.916273324564870942e-02,-2.216880801205753718e-02,-9.419315001883194274e-03,-1.457932020816632250e-02,1.493668713787688757e-02,7.086123169698577140e-02,-1.904161614554018139e-02,5.587082891057145589e-02,5.426093636415461018e-03,-2.750572828458518106e-03,1.035231070924030883e-02,1.703294701506235728e-02
-7.886276965400038780e-03,-2.800466406929766339e-02,-5.182717581929657119e-03,-1.318631529771581781e-02,2.217687120440075751e-02,7.075181152228747494e-02,-8.486875357270285899e-03,6.474363806451273462e-02,6.319535183781156348e-03,2.274715290064821191e-02,9.943543986344090604e-03,1.186012390210813665e-02
-1.430327423711064694e-01,1.753650018674090746e-02,-1.980969438456924372e-02,-8.850779603886542793e-03,-8.206409412630956760e-03,2.727537361709674729e-02,-6.432839692005355020e-03,8.890075369253605531e-02,-1.044544657267317510e-03,-4.570658780174095132e-02,8.599562612650038171e-03,1.230699824980717796e-02
-1.469335162101521319e-01,5.357837414392408251e-03,-1.762480405815336493e-02,-1.439494663170208869e-02,-1.511300924289899275e-02,4.498267773513895534e-02,-3.386709054462878335e-04,5.408931478031534651e-02,-1.582150712356506297e-02,-8.568104037862439570e-02,7.388670990379824118e-03,2.025670670688495614e-02
-1.522549493840380519e-01,3.213332792498284352e-02,-2.345093536417010988e-02,-4.139732343805902284e-03,-2.265801414935094196e-02,3.809363177034088416e-02,2.137807765229292941e-03,9.692419756310373391e-02,2.068445485363824832e-02,-3.491151250569320564e-03,8.855363694692185497e-03,4.067095241627696647e-04
-9.364454023040809372e-02,-7.051762692884383163e-03,-9.129761108259863006e-03,-1.170557777419275157e-02,5.075746287698673816e-03,3.234611455020826309e-02,-7.354347345683944805e-03,7.196965396540727644e-02,-5.164189172671198105e-03,-1.742670192720927047e-02,1.042942557266081025e-02,1.365476489360682374e-02
-2.047134171757732796e-02,-4.727553486444349695e-02,1.220315088518136859e-02,-1.436133086066810130e-02,-1.179289442766639183e-02,1.512429668039737794e-02,-1.727310940498760772e-02,3.808434213269613205e-02,-2.396521185870536391e-02,-8.812163021748736780e-02,-1.000126529225383839e-03,3.117978083825812333e-02
-5.584871234048242872e-02,-3.011013003905831792e-02,2.784634958724142417e-03,-1.472450127766879863e-02,-2.792744780760842045e-03,2.053463592118106099e-02,-2.667254814660960024e-02,5.117408042952376057e-02,-2.611249749447105278e-02,-7.903938134299960672e-02,3.312182694744055574e-03,2.756186265863185339e-02
