4.494438282751080050e-04,-2.809477508934752742e-03,9.610848052673851005e-02,5.879444190097160398e-03,-1.843096944718138064e-02,-1.023139100767353656e-02,2.476990815612522059e-02
-7.359888757633605352e-03,-6.699210069576152712e-03,8.027335561974442701e-02,9.282164118773836986e-03,-1.563206631405224950e-02,6.087303407948314090e-04,-3.115846163071236616e-02
-1.083457947655638680e-02,-3.343903675374351996e-03,8.574965417637157861e-02,9.404039483866045643e-03,-1.365522611983902360e-02,1.463837455116775120e-02,-5.540712084186576181e-02
-6.931185385132312624e-03,-3.752613854142929691e-03,8.766344223171756989e-02,9.987680760488153869e-03,-1.985159307491408259e-02,-1.463093481936584552e-03,-4.002152505559820883e-02
-1.570293805252053268e-02,-7.292361539631399270e-03,6.490765296831296771e-02,1.020367828612629528e-02,-2.285499590641030393e-02,2.852818946819552295e-02,-6.855468069922719676e-02
-7.352325833736412207e-03,-3.688237181972639674e-03,1.001746590975217399e-01,8.031199464529962390e-03,-9.509948617478312244e-03,2.772969526852291956e-03,-6.414751088101781906e-02
-1.459111558430458561e-02,-3.953397262326839058e-03,7.189093558776477044e-02,9.520352717766134010e-03,-1.414795909100376343e-02,3.311523756880916519e-02,-4.681928843531057288e-02
-9.438794244640105399e-03,-2.970669662960721043e-03,8.706128377223143477e-02,7.624550847219081252e-03,-1.263641292752410751e-02,1.758783331099686778e-02,-3.036737230461353243e-02
-1.612487232987947980e-02,-4.595965851077547445e-03,7.350049162191089891e-02,8.902340835057576812e-03,-1.300901234802615512e-02,3.869719805225593778e-02,-6.747822360199867697e-02
-2.211803501877716849e-02,-1.082459532917962909e-02,3.471227875625897130e-02,1.010787443723156973e-02,1.306940261678957941e-03,7.444010376273588192e-02,-8.296435081182047810e-02
-6.643915436123146515e-03,-4.239175869748884433e-03,9.433220525524071975e-02,9.683477822297427429e-03,-2.808703327658745863e-02,-3.646244407278369324e-03,-7.196344053180174505e-02
-1.592664683835351078e-02,-7.079514172395276299e-03,7.006646963120656546e-02,8.836632292894290933e-03,-7.248237122617503213e-03,2.888157842412733545e-02,-5.440698031890520842e-02
-2.019025560209975964e-02,-1.697912063540882657e-02,9.510723042561546742e-03,7.400464227565032617e-03,1.730429701888697852e-02,8.848022925590413867e-02,-2.394310852380180168e-02
-2.131707628167998567e-02,-1.263494328316265743e-02,2.873290743015576021e-02,7.752401810653924107e-03,1.356114442807310194e-02,8.156649281818893760e-02,-4.419701961542710916e-02
-2.096084123671343794e-02,-1.349510975539038558e-02,3.182757728350569387e-02,7.191982232693848974e-03,8.811694799911404599e-03,6.960192267594261795e-02,-2.368979994659432126e-02
-1.921688738380375808e-02,-1.054560534799506288e-02,4.500946741720509431e-02,6.970663297465751022e-03,-4.649123764611110335e-03,5.297389180055036423e-02,-1.144290950077691237e-02
-2.258864749340485853e-02,-1.406834212618571570e-02,2.048135758320902833e-02,8.684437642677938357e-03,1.322607035671078020e-02,8.361583877044821700e-02,-4.230704850932738570e-02
-2.078873444679587082e-02,-1.421869689870550527e-02,2.094978558723195952e-02,9.573561219622165469e-03,-3.377896404722928372e-03,6.054201237852340628e-02,-1.119344914980763793e-02
-1.790116282095975675e-02,-1.273952030234365602e-02,4.363752450561150797e-02,8.619407936363338366e-03,-1.475725427506591365e-02,4.039674500515248734e-02,-3.280376910412810543e-02
-2.158288594017350112e-02,-1.318180292044050621e-02,2.407533236100576138e-02,6.767786771478430212e-03,4.551549148659894510e-03,6.748838718540123294e-02,-2.058715735257826696e-02
-1.843064528505188038e-02,-1.814964293359359188e-02,3.188645418537541798e-03,8.167593218507381361e-03,2.200713713769409524e-02,8.999477619786361293e-02,-2.736780633918076133e-02
-9.142485048518054699e-03,-2.199603811267630826e-03,6.976681241600236894e-02,3.554739200162472003e-03,-5.059883088543271068e-03,3.999414496140946129e-02,7.041592156427260718e-02
-1.225350058440401700e-02,-2.310204461061324266e-02,-1.053196640867122211e-02,1.748745170021277426e-02,-5.582126676855657388e-02,-4.516641927088148323e-02,3.384044410082921728e-02
-1.035946311701558056e-02,-1.269230232083557071e-02,5.654567657375619144e-02,1.599761923635544675e-02,-1.789596062311483646e-02,-2.665418503425607752e-02,-5.979029632294469848e-02
-1.343336962071302147e-02,-2.637300398336202625e-02,-7.483771834238534329e-03,1.950438475510306302e-02,-2.542725914976472906e-02,-5.461584834323320731e-02,-1.988404130181337798e-02
-1.963800668842587485e-02,-1.916954582917772265e-02,2.598124409893680375e-02,1.429342425861308136e-02,-2.234797139454389181e-02,-1.453543622894816825e-02,-4.696819630437996940e-02
-2.045256416765049018e-02,-2.600682263980828163e-02,-1.486093951153762832e-02,1.658039879821422702e-02,-3.290883628839156444e-02,-3.717617367721361837e-02,-1.535385623883995902e-02
-1.257603858907966991e-02,-3.442396199391006134e-02,-6.135751201917147117e-03,2.027139850186197856e-02,1.967037810997332090e-02,-6.529243797834999308e-02,-3.816316006043982828e-02
-1.475681149730980607e-02,-1.889142831677095152e-02,1.602025004951154741e-02,1.183376644870112217e-02,-6.700915501765397457e-03,-4.124691641328671193e-02,-1.681976170095983913e-03
