5.061262155041089741e-03,1.602850642375535165e-02,6.263830673911548706e-03,6.192092410571599240e-04,-3.038346223126257850e-02,1.067188212809816288e-02,8.187625914641576130e-02,9.196351243757703436e-04,5.100137338756850075e-02
3.074270406927267964e-03,9.901749891191472669e-03,9.380082248648219725e-03,-7.447899497421937853e-03,-3.136442007816931526e-02,1.199217732152273869e-02,8.151983735535615894e-02,-4.803836992192809380e-03,-7.739777004229055242e-03
2.297343129109830333e-03,-7.546819194711089016e-03,1.052882481426237714e-02,-1.119463850242534073e-02,-2.138019429236297231e-02,1.905794156802878558e-02,1.002864803430189022e-01,-2.510804962485134462e-02,-2.872693945259743517e-02
8.602530584796463584e-03,-1.262857362361863214e-03,1.041123565050478504e-02,-7.600794757462338638e-03,-1.065688860777852694e-02,1.835703197109334744e-02,1.016353223033100162e-01,-1.217542668706651440e-02,-1.309399579928853530e-02
1.450852793090235716e-02,-2.395885152973285456e-03,1.011472147394844312e-02,-1.693937908041586587e-02,-1.321752535800863049e-02,1.661799069224841399e-02,8.445580768125726667e-02,-3.639974630212636925e-02,-4.975592723374671483e-02
-5.779246178038405235e-03,2.016664036195239991e-03,8.785825054911834339e-03,-7.297680219802863376e-03,-3.866189763796912954e-02,1.300584212528317109e-02,1.097487998861398223e-01,-8.004646645434097471e-03,-3.280175767375505258e-02
3.211181795588934594e-03,-3.087280430575646290e-03,1.079258144240893488e-02,-1.428632409981989149e-02,-4.309536090999754182e-02,1.416213776093608670e-02,7.463427714379279598e-02,-3.399087059943229489e-02,-2.588417783359744928e-02
-8.584092172406258521e-05,3.179401077942894428e-03,8.639353507994477002e-03,-9.221130691630555903e-03,-4.084320892213685189e-02,1.211425471694079804e-02,8.541560094692154936e-02,-2.156483247161452080e-02,-5.263323924136155928e-03
5.202891076583723157e-03,-6.954461346465546680e-03,9.301494995805152308e-03,-1.773336940690385666e-02,-9.711523997438810049e-03,1.563504723207173597e-02,9.311916484876882338e-02,-5.034733490065354533e-02,-4.681908463945180093e-02
-4.438491041830943361e-03,-1.404680406343897757e-02,1.098737484353955185e-02,-2.385528711117270231e-02,-1.298113996426060283e-02,1.756114444202051122e-02,5.437319606048197224e-02,-7.913051154458917991e-02,-7.516147893622099341e-02
1.486168528109728035e-02,6.315196433925672655e-03,8.998071257518273913e-03,-7.662847938150728518e-03,-1.710754581355643233e-02,1.262888582690396486e-02,1.147789490190184447e-01,-5.984388042393327771e-03,-4.276707785621941538e-02
-7.377696787688801765e-04,-2.477560887793856404e-03,9.096771043542265303e-03,-1.742541047471604307e-02,-8.926626840569164625e-03,1.529203259463226237e-02,8.485146965583878487e-02,-3.990296583046902545e-02,-3.499884691368717465e-02
-1.384394269742465246e-02,-6.568401378620271390e-04,7.167796209239222886e-03,-2.372109434250440491e-02,1.549440165410402234e-02,1.231158302803784382e-02,1.464923086857858846e-02,-9.907773811630572747e-02,-3.001007120711910239e-02
-1.353332455380140860e-02,-8.379427899524199974e-03,8.352101329488033007e-03,-2.401541076154949106e-02,2.989471933231425353e-03,1.503452704814740512e-02,3.885937014223782293e-02,-9.170986937310508791e-02,-4.172497852645731115e-02
-9.633173176308617094e-03,3.419863206399172042e-03,6.974608255300155345e-03,-2.372626247764330135e-02,1.638652219979791751e-03,1.045657114855894076e-02,3.428860606368095559e-02,-7.862761201890813845e-02,-2.158561782958586320e-02
2.661763972208839625e-03,8.030490446828165985e-03,6.199559751105651086e-03,-2.209277453801565538e-02,7.914543085357366586e-03,9.480724330746674242e-03,4.806351950381655691e-02,-6.581446282944848625e-02,-5.213631573053799546e-03
-1.335918784426257458e-02,-1.048306232935377127e-02,9.734432894689542398e-03,-2.463122588496430287e-02,-5.970607633657185054e-03,1.756227048496499660e-02,2.753640686122392489e-02,-8.992517066226889122e-02,-4.170531004188399171e-02
5.186325565721711973e-03,6.106431199475681471e-03,8.482170161019765911e-03,-2.419057228542992669e-02,2.194206161049385914e-02,1.167875789622782427e-02,2.770728672980286855e-02,-7.390499907168655847e-02,-1.281086120941417328e-02
1.234240739487310785e-02,1.449989607935509885e-02,6.577363929488952952e-03,-2.133266846361244959e-02,1.595747171849824786e-02,7.622474571386700717e-03,5.581542996773262988e-02,-5.294604177540511436e-02,-2.632073255604902920e-02
-3.490206130333082905e-03,-6.612817403456624880e-03,7.081883445015249232e-03,-2.429753406645144068e-02,1.499154528387199210e-02,1.817066331702503479e-02,3.295789330549935697e-02,-8.122688001176431305e-02,-1.948635992002440212e-02
