-5.829303939616285691e-04,-5.439985365841865095e-03,-3.020183122785053895e-02,2.040239761135062904e-02,1.360755502600615764e-02,-3.717869499286964152e-03,9.433654808836909600e-02,-7.852489715524685332e-03
-8.322989162022464277e-03,-8.928820011998014200e-03,2.698284151085867180e-02,1.394405337386674798e-02,1.193291193056953553e-02,-5.461735308297977105e-03,8.237051575993886710e-02,-1.795195474586025670e-04
-1.106813388571865724e-02,-1.079308223641517461e-02,4.978781669356430878e-02,-6.326664222770550343e-03,6.843680658267500827e-03,-1.341848170748033246e-02,9.670127929139282763e-02,1.688483264773960393e-02
-7.070470386775013633e-03,-1.136635749877691268e-02,3.342385144988795076e-02,-4.640130223840536507e-03,1.303931447027473385e-02,-1.494068247593436337e-02,9.749880812304527467e-02,1.632508256709103373e-03
-1.607268688420718933e-02,-1.110430170682993010e-02,6.518214375389710935e-02,-5.787857251427458265e-03,1.743261358440597458e-02,-1.428249572414791273e-02,7.576819103257789734e-02,2.921562170177497558e-02
-8.254464878974181186e-03,-8.211756755510004127e-03,5.825092943358926162e-02,8.636267848083745147e-03,4.620086344201562896e-03,-4.391880579690671249e-03,1.061646928928935835e-01,1.201866647468107343e-03
-1.546826590772850708e-02,-9.563834788549841967e-03,4.425865827517844880e-02,5.464423557625952728e-03,9.729566815749580988e-03,-4.978387206932986288e-03,7.757497155785403331e-02,3.272423402631150641e-02
-1.043774984066222697e-02,-7.495409186351357708e-03,2.639513296613111779e-02,1.122598404010435522e-02,7.972088893269030363e-03,-3.299151759854952997e-03,9.045081383019620835e-02,1.756178241957383201e-02
-1.642216497690214203e-02,-1.025967036764835472e-02,6.386243665651893109e-02,-9.271466899061364328e-03,6.334748026393419856e-03,-1.398119621925592720e-02,8.583725353547047576e-02,4.049972342360971117e-02
-2.248756871288742562e-02,-1.123657322420053804e-02,8.422064352706414014e-02,-1.180390946443433432e-02,-6.508347010836154287e-03,-1.625137546979563141e-02,4.717720670739734834e-02,7.488521451980405252e-02
-7.228157027436048904e-03,-1.022231349443447450e-02,6.524376782684918052e-02,1.996682512027361106e-03,2.288790672110207342e-02,-9.079565924524229253e-03,1.033000537484386194e-01,-4.410045160165043145e-03
-1.632601502652707842e-02,-9.862416514751384464e-03,5.112161730795384412e-02,-3.750101120844909208e-03,1.307481981176080799e-03,-1.388384416744999246e-02,7.948284384102045907e-02,3.036807133022223146e-02
-2.076615812319524204e-02,-7.979043397885311403e-03,2.902765111263016021e-02,-2.476222730019710192e-03,-2.183621100098649681e-02,-1.906385050288291957e-02,1.542407311345772754e-02,9.112429471391593483e-02
-2.174696401227542084e-02,-8.819026022128336265e-03,4.691119402077123524e-02,-7.637879938392182731e-03,-1.917672732335124960e-02,-1.790292924368108718e-02,3.794009711305668803e-02,8.412136857602152407e-02
-2.176773544633758134e-02,-7.363021905754473136e-03,2.647373499556538237e-02,3.667017850298991220e-03,-1.314387395737953365e-02,-1.374184583435788566e-02,3.610815028753473072e-02,7.112345439786121881e-02
-1.990941724761152026e-02,-7.272632518203519386e-03,1.206865760053229923e-02,3.463092634847243431e-03,-3.405173403257541020e-04,-1.373598689328376504e-02,4.947998977069498205e-02,5.563975081266719219e-02
-2.304611479493724746e-02,-9.585155433408730496e-03,4.582204083649787929e-02,-6.716950381165558495e-03,-1.830522212090266582e-02,-1.820838624394848990e-02,2.896599574681982259e-02,8.589727266345777157e-02
-2.119388629560947299e-02,-1.017766864346577628e-02,1.352427840594096729e-02,-2.195303384364903198e-03,-1.329511528843402030e-03,-1.921164647471697295e-02,2.668402183758115595e-02,6.404139782349288490e-02
-1.861797635919023447e-02,-8.673350199561793983e-03,3.278014298642466934e-02,4.342270567249828343e-03,1.072675836250022371e-02,-1.422459806600048608e-02,4.867532795725943578e-02,4.122584591147590571e-02
-2.166018585920721079e-02,-8.217727284193633228e-03,2.241686142426555992e-02,-1.095738067706305240e-02,-1.079371542297028787e-02,-2.298783935096717149e-02,3.346657716725222331e-02,7.242288330152210629e-02
