-9.037083499441435699e-03,1.758198523253724430e-02,2.973184238665928236e-02,8.299268988478401832e-03,2.222301556664992017e-02,-1.756735965790627097e-03,6.384243150500647224e-02,-8.196989399263452172e-03,-1.306929783596801412e-02,-3.265533020472119463e-02,-1.620198168899873465e-03,6.818378006927791612e-02,-6.788602588339526234e-02,-2.592286777927110125e-02
-1.195924699300160259e-02,2.528953897568188280e-02,3.341464543215146021e-02,2.969575927123622658e-02,2.133588376753522281e-02,1.551690160218282925e-02,5.652776344163062960e-02,-9.399419844221245865e-03,-1.383382054895985341e-02,-9.626070212106225404e-03,3.962539981942737356e-03,8.785552650100148485e-04,-6.116507868535406289e-02,-1.785274056235942181e-02
-6.211926483275636950e-03,1.210286914381775505e-02,2.396996599818763604e-02,1.862554230317002568e-02,4.123884078770168743e-03,-2.039668449320400888e-03,6.903699886273302611e-02,-1.412973353962940735e-02,-1.572784130369373964e-02,-2.418488496940312746e-02,1.965547356961453232e-02,-8.852723256911644578e-02,-5.379576835274048341e-02,-5.502871470566250353e-03
-5.288732336805747336e-03,1.067955132994748493e-02,2.696397939644600700e-02,-2.518116739818345839e-03,9.285090093446182399e-03,-3.781783842062808737e-03,6.668335577206090103e-02,-1.314777738257699030e-02,-1.439289469194729269e-02,-1.851813750129914504e-02,1.720317028040212540e-02,-5.968693751481872478e-02,-5.945370938684875484e-02,-1.548530368090419475e-02
-9.612999397125478879e-03,1.232646996604427891e-02,1.757029549217898820e-02,1.273517671114646546e-02,-9.780405645967660266e-03,-8.409638311311985401e-03,7.100051868906674668e-02,-9.876853200477370490e-03,-9.632379645784068523e-03,3.957557793387919952e-05,2.067293368978926835e-02,-1.366904596433102248e-01,-2.228226369642883828e-02,-1.567522339811460233e-02
-3.643551440252890648e-03,1.420645593398253519e-02,2.426870359778206948e-02,4.826574599195145032e-02,1.529314135624921817e-03,6.691870570371689052e-03,7.181399926639549236e-02,-1.128591994205692395e-02,-1.209118436657760469e-02,-1.427735767737876339e-02,1.575916161905335441e-02,-7.902427078490111001e-02,-7.905444372626684035e-02,-7.168060166807658368e-03
-1.631156238398114716e-02,3.004673978337259535e-02,2.490332941652369930e-02,4.880441383469670547e-02,1.635084143597287029e-02,2.628549622956383169e-02,6.120264605779220796e-02,-1.159552919397893733e-02,-1.601400170948462723e-02,-2.313905236998964679e-02,9.927029987013030743e-03,-3.202104980251369720e-02,-3.848518323473908154e-02,-8.451117429649610338e-03
-1.243621983890385967e-02,1.907739143639229987e-02,1.747981985037504182e-02,5.246399476046900018e-02,2.310069128949352596e-02,2.522326957522043334e-02,6.404170551289897761e-02,-1.107870878208177048e-02,-1.534841939374694333e-02,-3.119210470455140854e-02,6.291924324550763822e-03,-6.077758791993856727e-03,-6.063181876786873092e-02,-1.056943734453476280e-02
-9.218530112420068867e-03,1.013065289921528250e-02,1.644833865459749411e-02,2.660456784272376488e-03,-1.605110314494448409e-02,-1.333002445861354926e-02,8.588220024410894715e-02,-9.224158512662299428e-03,-7.075203062277776213e-03,-6.019891335707403153e-03,2.258158370048379132e-02,-1.522293399303876471e-01,-1.650039605021539485e-02,-3.966737119913129467e-03
-1.517747453707047819e-02,9.488395686926920022e-03,1.329207905170533104e-02,3.818315683670436833e-02,-9.412295187949970901e-03,7.497558682596485932e-03,7.408875130139126741e-02,-8.709545962768785662e-03,-1.233843882195363902e-02,1.040021566726337214e-03,1.767116194480522831e-02,-1.659771219964835953e-01,2.414747190639230517e-02,1.511549503404456367e-02
