5.516826397064457099e-01,4.133715292247006623e-01,-8.065965187366229694e-01,-7.654821273958394290e-01,-7.696372149314243405e-01,3.009976365151677546e-01,-7.960960204627640091e-02,-2.624523175421908494e+00,-8.826293912951046483e-01,-1.210992906504369387e-01
4.315409010299355308e-01,2.259118350503004080e-01,-6.952615592844987313e-01,-8.200167314122682738e-01,-5.135259861278094196e-01,1.698203313016067029e-01,-6.827112834926667151e-02,-2.699296977469939574e+00,-7.079910129865508717e-01,-1.423742000910760697e-01
3.669868228147425970e-01,1.236765509192781776e-01,-6.221183738409196140e-01,-8.416261560652055218e-01,-3.713187922604186952e-01,9.155575803588535122e-02,-6.565714619476641090e-02,-2.762559921928192441e+00,-6.275975453733938503e-01,-1.555545805722194364e-01
3.973859874680075732e-01,1.823101411392216986e-01,-6.542044591716064117e-01,-8.131786539930000446e-01,-4.763511368885224861e-01,1.381864744750692375e-01,-9.042553681940988797e-02,-2.646971415364074875e+00,-6.365897917952549889e-01,-1.611735406763743217e-01
3.421548948598782114e-01,9.811694939365700474e-02,-6.069406441020706033e-01,-8.753983576073771644e-01,-2.581363131543125689e-01,5.985752376828133020e-02,-4.769597057366967499e-03,-2.954837925246218244e+00,-6.865698615282493922e-01,-1.157308542545274765e-01
3.419256481466224629e-01,6.827629594042068650e-02,-5.974435518715091042e-01,-8.638860180865817195e-01,-3.487021544919385874e-01,7.174465692958145735e-02,-1.018939188681898811e-01,-2.674829863344751590e+00,-5.323730557872549118e-01,-2.072835524149195807e-01
3.961051571824055761e-01,1.678201163957970810e-01,-6.629985602745109841e-01,-8.520089368236212213e-01,-3.692977958119880721e-01,1.025523674823582698e-01,-6.771812747414412796e-03,-2.930925443747213865e+00,-7.523078232253427311e-01,-1.016320336399280655e-01
4.264426648736069914e-01,2.117785303806195840e-01,-6.880036282285098004e-01,-8.310176617921160025e-01,-4.758234356704824086e-01,1.457226974806629660e-01,-4.796731292573890720e-02,-2.795528921155749469e+00,-7.404689502144865543e-01,-1.294097248871839689e-01
3.492382367649044528e-01,8.874831883110517738e-02,-6.005692375094170421e-01,-8.814802591474419913e-01,-2.385580406508781837e-01,5.669311367695758358e-02,-1.540333380110448609e-03,-3.002022988597833120e+00,-7.052536368833145497e-01,-1.166164012795800897e-01
3.816562750053357767e-01,8.063547489381794886e-02,-6.036193895930075382e-01,-9.560332637797964717e-01,-1.016083092793561987e-02,6.559171555349012361e-02,1.385850986324822232e-01,-3.523697461699513145e+00,-9.413128555208117865e-01,-2.669433810255679787e-02
