5.815245623488046744e-01,4.357318507389703610e-01,-8.502273839901361985e-01,-8.068890102406759413e-01,-8.112688570706175772e-01,3.172793672384656705e-01,-8.391588869527821792e-02,-2.766490335410292545e+00,-9.303730687668415600e-01
4.548840502586329326e-01,2.381319830490696010e-01,-7.328700322997346861e-01,-8.643735302364365936e-01,-5.413039179493028819e-01,1.790063466391545455e-01,-7.196408800445808218e-02,-2.845308843337739368e+00,-7.462880546557835171e-01
3.868380771210770952e-01,1.303665313529034642e-01,-6.557703451924733473e-01,-8.871518638461286521e-01,-3.914043738552751561e-01,9.650824276555387826e-02,-6.920870888070639049e-02,-2.911993841996675325e+00,-6.615458991035979563e-01
4.188816102113439577e-01,1.921717621822350286e-01,-6.895920488069692267e-01,-8.571655637492853197e-01,-5.021181861927946910e-01,1.456613337233131356e-01,-9.531688499758431132e-02,-2.790152857970030098e+00,-6.710245590951249284e-01
3.606629267775510739e-01,1.034243457171442754e-01,-6.397716132973951808e-01,-9.227508900032999062e-01,-2.720995654553706178e-01,6.309537006847797114e-02,-5.027596740838755421e-03,-3.114672653474799713e+00,-7.237081784185597222e-01
3.604212795242192624e-01,7.196953512381244755e-02,-6.297607990983070669e-01,-9.106158186423378709e-01,-3.675643444008135363e-01,7.562550861495342946e-02,-1.074056211146287437e-01,-2.819518240535449749e+00,-5.611704737305369672e-01
4.175314965451352167e-01,1.768979350017620411e-01,-6.988618452932948699e-01,-8.980962757270499752e-01,-3.892740565485579007e-01,1.080996868956132367e-01,-7.138117389997366245e-03,-3.089466684793634510e+00,-7.930020743184676979e-01
4.495100374908260754e-01,2.232341718419745824e-01,-7.252195012206024138e-01,-8.759695290301897641e-01,-5.015619402684442507e-01,1.536052102741918279e-01,-5.056198736112346714e-02,-2.946746218575145182e+00,-7.805228064372007335e-01
3.681294247327506763e-01,9.354894200570149088e-02,-6.330555610534623900e-01,-9.291617771271297732e-01,-2.514622542012707740e-01,5.975978895534325014e-02,-1.623653945711527611e-03,-3.164410077384946174e+00,-7.434026068895360773e-01
4.023010374374841880e-01,8.499725362459624456e-02,-6.362707036514805292e-01,-1.007747544142904683e+00,-1.071045621738634344e-02,6.913973892897358475e-02,1.460815204792432487e-01,-3.714303254774798280e+00,-9.922308714142562547e-01
3.225077639023281595e-01,4.544488706917444026e-02,-6.012132596446098098e-01,-9.193048775243006787e-01,-3.165321584774772323e-01,4.896002174999026374e-02,-9.908608930084548960e-02,-2.824351529241792225e+00,-5.345933490633891783e-01
4.080545338789287602e-01,1.655123432427329511e-01,-6.774740969085862874e-01,-8.911190634502835772e-01,-3.788550626744847660e-01,1.108605242514475869e-01,-2.644692000376260357e-02,-3.039370900071421300e+00,-7.560552064896731705e-01
6.167869106898874465e-01,3.625557718730361145e-01,-8.116920510381189224e-01,-9.841308176390326512e-01,-2.001125828510730287e-01,2.847499362572541992e-01,2.473733286349976968e-01,-4.036404840851678166e+00,-1.448304509288816488e+00
5.281682372191428554e-01,2.535168485910638814e-01,-7.432861179335359392e-01,-9.733330799407426959e-01,-1.758188959871996027e-01,1.934225752999155223e-01,1.763159645478193371e-01,-3.805864592120933310e+00,-1.218641603851056354e+00
5.600997116592213443e-01,3.358832099634718182e-01,-7.968341361494860609e-01,-9.245034214182006327e-01,-3.601358922815586783e-01,2.373389482750371537e-01,1.414306448108990644e-01,-3.605974607863117853e+00,-1.211838139356656852e+00
