4.838576832670087313e-01,3.625508146597337666e-01,-7.074319451030878225e-01,-6.713722384687260680e-01,-6.750164913127334465e-01,2.639923908980901790e-01,-6.982223988852799546e-02,-2.301859097860933456e+00,-7.741171857114533816e-01,-1.062111039973585302e-01,-1.278816999197595651e-02,-5.952672977967821133e-02,-1.035291129884706285e+00
3.784864079072860488e-01,1.981377865872328559e-01,-6.097847260863792362e-01,-7.192022502510682092e-01,-4.503920842559454574e-01,1.489422834094506209e-01,-5.987774060586379538e-02,-2.367440060581234906e+00,-6.209491955371614358e-01,-1.248704339323018359e-01,-5.508754575612014731e-02,-1.748414750101571769e-01,-1.004920092144551802e+00
3.218687359296777961e-01,1.084715107839871462e-01,-5.456339087354267203e-01,-7.381549694355378222e-01,-3.256681244714011991e-01,8.029971179910723456e-02,-5.758512659493388725e-02,-2.422925333343321608e+00,-5.504394600671421722e-01,-1.364303923308065880e-01,-8.530165323360312801e-02,-2.347844945343715573e-01,-1.000102308933477735e+00
3.485305670690587165e-01,1.598965712871507627e-01,-5.737752671828753037e-01,-7.132048596138566010e-01,-4.177875846140990945e-01,1.211975555981256031e-01,-7.930844221760646739e-02,-2.321547506721539644e+00,-5.583261819030205242e-01,-1.413585463503217454e-01,-5.157335629477051431e-02,-1.776472921517470716e-01,-9.942085531626884132e-01
3.000896943820096086e-01,8.605425729564886161e-02,-5.323221591530945540e-01,-7.677751496277528398e-01,-2.264005235263405469e-01,5.249852123683226152e-02,-4.183213348026876277e-03,-2.591564298089739093e+00,-6.021616028678673516e-01,-1.015026738051864053e-01,-1.328881518767889292e-01,-2.961253208427548911e-01,-1.014932242505855120e+00
2.998886317137489099e-01,5.988227288312597540e-02,-5.239926582521818865e-01,-7.576781599300536074e-01,-3.058320209467935147e-01,6.292422670252109662e-02,-8.936687866196575680e-02,-2.345980981928439846e+00,-4.669220578412005551e-01,-1.817997019159541816e-01,-7.936134088856065805e-02,-2.585768412555768947e-01,-9.902066662865930402e-01
3.474072045957002364e-01,1.471879788859729032e-01,-5.814882040777746841e-01,-7.472612705624132046e-01,-3.238955933293140022e-01,8.994437629932369727e-02,-5.939272675365336353e-03,-2.570591664429506373e+00,-6.598176093472017945e-01,-8.913719012238056905e-02,-1.182480652227118761e-01,-2.521478544730302862e-01,-1.030658377529945602e+00
3.740149590020570569e-01,1.857420583873798103e-01,-6.034190994501463789e-01,-7.288507044605520013e-01,-4.173247600290189707e-01,1.278072604204676943e-01,-4.207011646612911215e-02,-2.451841058504377724e+00,-6.494342308334729585e-01,-1.134998369886211778e-01,-8.368322785327757252e-02,-2.018651906234409377e-01,-1.027545693264310334e+00
3.063021962033063983e-01,7.783742473083787861e-02,-5.267340659067422104e-01,-7.731093301461022804e-01,-2.092292426230250302e-01,4.972314998986071544e-02,-1.350961743432198747e-03,-2.632948336293782887e+00,-6.185483578739586763e-01,-1.022793499249822352e-01,-1.449671571393393310e-01,-3.078035339700108675e-01,-1.026519719090385419e+00
3.347346966122786704e-01,7.072198989625373688e-02,-5.294092262517613445e-01,-8.384966407223427565e-01,-8.911638248168998744e-03,5.752774012629417733e-02,1.215471721120740811e-01,-3.090487116395381317e+00,-8.255859886113271484e-01,-2.341248330294069119e-02,-2.421812892016597940e-01,-4.455442626672598272e-01,-1.041245586993747141e+00
