4.662569302077618216e-01,3.493627067078891590e-01,-6.816984796594666163e-01,-6.469504768872299527e-01,-6.504621667966992149e-01,2.543894331640216278e-01,-6.728239388665449572e-02,-2.218126928341423110e+00,-7.459579854014982692e-01,-1.023475807378221442e-01,-1.232298894826763282e-02,-5.736139210393348398e-02,-9.976314953440391653e-01,-3.694386110158917602e-01
3.647186285948277873e-01,1.909303485862882399e-01,-5.876032649784771467e-01,-6.930406295016494633e-01,-4.340086720895752759e-01,1.435243755389591647e-01,-5.769963459949935952e-02,-2.281322325284544039e+00,-5.983616169351357872e-01,-1.203281609705421085e-01,-5.308368734273970907e-02,-1.684814610378874700e-01,-9.683652310815078490e-01,-4.671778115803756348e-01
3.101604747311798582e-01,1.045257632195760178e-01,-5.257859905964390457e-01,-7.113039266893150803e-01,-3.138216571395470722e-01,7.737873844892306785e-02,-5.549041645983905646e-02,-2.334789271960089785e+00,-5.304167357294969909e-01,-1.314676156131211471e-01,-8.219872982031188602e-02,-2.262439999770924914e-01,-9.637226990145686401e-01,-5.257667090413856714e-01
3.358524580780795077e-01,1.540801914639696457e-01,-5.529036821312514061e-01,-6.872613992765921331e-01,-4.025901900861008631e-01,1.167888868485383730e-01,-7.642352717903436177e-02,-2.237099153839712695e+00,-5.380165710525003364e-01,-1.362165036522973716e-01,-4.969732964484360055e-02,-1.711852140884307094e-01,-9.580433338456042502e-01,-4.811246184910344947e-01
2.891736651670143710e-01,8.292395724103177046e-02,-5.129584677305314422e-01,-7.398466465142302662e-01,-2.181650033623001028e-01,5.058884089027637643e-02,-4.031045246374260864e-03,-2.497293844555023234e+00,-5.802574396389680311e-01,-9.781042387657978843e-02,-1.280542273023344557e-01,-2.853534992369639034e-01,-9.780131805792192656e-01,-5.726393243429712676e-01
2.889799163319237141e-01,5.770400201114985611e-02,-5.049319598243230400e-01,-7.301169437863505030e-01,-2.947071095018625186e-01,6.063530205807361739e-02,-8.611607906241297572e-02,-2.260643839680713363e+00,-4.499373532014203647e-01,-1.751865762587108133e-01,-7.647450161384065914e-02,-2.491708789506072164e-01,-9.541870191596651951e-01,-5.469724153990612736e-01
3.347699589126179598e-01,1.418338854009427996e-01,-5.603360540948838509e-01,-7.200789780232036419e-01,-3.121136033923647135e-01,8.667256971019741962e-02,-5.723226355702025654e-03,-2.477084109075022411e+00,-6.358161576644471014e-01,-8.589474564749693952e-02,-1.139466868056822346e-01,-2.429757522734055097e-01,-9.931672634716448567e-01,-5.236838595527599782e-01
3.604098326156959242e-01,1.789855260113331070e-01,-5.814691936659815985e-01,-7.023381126181503786e-01,-4.021442011564488328e-01,1.231581577862987942e-01,-4.053977860708248004e-02,-2.362653161931401513e+00,-6.258104837681315313e-01,-1.093711795916503665e-01,-8.063917610090851062e-02,-1.945221649894750549e-01,-9.901678058612956024e-01,-4.870153678173530509e-01
2.951601817157439855e-01,7.500601926011146725e-02,-5.075736463401450127e-01,-7.449867914776560074e-01,-2.016183430557881018e-01,4.791442623788826766e-02,-1.301819309900641456e-03,-2.537172501606274722e+00,-5.960481118746935314e-01,-9.855884771256523402e-02,-1.396938480181892650e-01,-2.966069069874855968e-01,-9.891791524093618282e-01,-5.877329672653335280e-01
3.225584246645963327e-01,6.814941468856472451e-02,-5.101514953511604444e-01,-8.079955805454850370e-01,-8.587469490321955265e-03,5.543511747497483627e-02,1.171257857512134626e-01,-2.978067902131417810e+00,-7.955545648740635079e-01,-2.256083342453748738e-02,-2.333717296674853448e-01,-4.293371943176947370e-01,-1.003369353786152995e+00,-6.950566726244853388e-01
