7.122192253249370886e-01,5.336603494945194592e-01,-1.041311628058606997e+00,-9.882331770745037547e-01,-9.935973720169551937e-01,3.885862778236793824e-01
5.571169076320946489e-01,2.916509249536569093e-01,-8.975788134556884623e-01,-1.058637048123718616e+00,-6.629591973725823539e-01,2.192371049928495130e-01
4.737779510130233351e-01,1.596657406755793984e-01,-8.031513670851737619e-01,-1.086534695391035088e+00,-4.793704995194845719e-01,1.181979753741265737e-01
5.130231038265942178e-01,2.353613801589764520e-01,-8.445743251287539666e-01,-1.049809128135417602e+00,-6.149666733720725587e-01,1.783979714376864312e-01
4.417200698718859453e-01,1.266684369941031840e-01,-7.835570022479075858e-01,-1.130134420103565907e+00,-3.332525472993452809e-01,7.727573089992272048e-02
4.414241136376819696e-01,8.814431903932611057e-02,-7.712963088991203753e-01,-1.115272053690256726e+00,-4.501725457113082141e-01,9.262195382254458098e-02
5.113695590381095446e-01,2.166548386531707560e-01,-8.559274608342253288e-01,-1.099938807712590894e+00,-4.767614043236458321e-01,1.323945371244389380e-01
5.505351130559301698e-01,2.734049070828071248e-01,-8.882088647530991254e-01,-1.072839188175031211e+00,-6.142854140289917275e-01,1.881271935023430542e-01
4.508646249497726410e-01,1.145735869455921929e-01,-7.753315517061533102e-01,-1.137986121229547010e+00,-3.079771061815745337e-01,7.319049503850016958e-02
4.927161323570745655e-01,1.040999504590944397e-01,-7.792692811138686171e-01,-1.234233636346491636e+00,-1.311757632250815271e-02,8.467854066261373824e-02
3.949897298233460141e-01,5.565839236894131598e-02,-7.363328563623559031e-01,-1.125913933993160310e+00,-3.876711377258001412e-01,5.996353554152108328e-02
4.997626976163035972e-01,2.027103935385415612e-01,-8.297329256894395710e-01,-1.091393502760011236e+00,-4.640007950113143043e-01,1.357758585167433141e-01
7.554066056089019376e-01,4.440383221949200099e-01,-9.941156766582563975e-01,-1.205309171681816283e+00,-2.450868595477760647e-01,3.487460240601538697e-01
6.468713397660815767e-01,3.104934601232635649e-01,-9.103358609156620984e-01,-1.192084697813204253e+00,-2.153332911540540018e-01,2.368933071099249832e-01
6.859792493225392862e-01,4.113712387893064260e-01,-9.759185215988307460e-01,-1.132280823965918115e+00,-4.410745870758727705e-01,2.906796596813253641e-01
6.694710931037569646e-01,4.554642139365751019e-01,-9.910392559835228266e-01,-1.067884849831960414e+00,-6.193312030214362940e-01,2.900248860160921649e-01
6.627390677284474840e-01,3.312550442266658512e-01,-9.293025697534700313e-01,-1.188471383410165672e+00,-2.330888099533397484e-01,2.517741570362784786e-01
7.121701198921882581e-01,5.022433775437934456e-01,-1.016437669176902370e+00,-1.081636556619125278e+00,-5.638748794124450736e-01,3.349170504436062568e-01
5.937099591116689057e-01,3.504411559408380783e-01,-9.242815991006019249e-01,-1.098862083981410054e+00,-5.065984745825323765e-01,2.294621154752279069e-01
6.861425988446111512e-01,4.699518144876696502e-01,-9.844598333086233000e-01,-1.093752264628323312e+00,-4.545359252670812533e-01,2.964674201272893272e-01
7.754516525154214746e-01,4.444676427074238378e-01,-9.806537498728664648e-01,-1.226494885122590528e+00,-1.566517378042171782e-01,3.753660979132498188e-01
8.927851803531742236e-01,8.170119309644400252e-01,-1.189526554911618739e+00,-9.334444108656264616e-01,-1.134827648506230080e+00,5.347422470436875575e-01
7.460556364728041512e-01,8.613655967337980890e-01,-1.234736286588663967e+00,-8.124571981630105411e-01,-1.354021467423626612e+00,4.952863321650247119e-01
4.816586461316145207e-01,2.270765423032422847e-01,-8.566305291637901220e-01,-1.003983375509746701e+00,-6.896154948859950506e-01,1.767185650277509068e-01
6.299656139499076879e-01,6.333773862370658536e-01,-1.089919423607889071e+00,-8.484243255950070228e-01,-1.090709112889062249e+00,3.820868970571234535e-01
5.184652558952189683e-01,3.774093627987468169e-01,-9.415521623068902057e-01,-9.447418930643690649e-01,-8.047409107353131752e-01,2.094558473368643703e-01
6.234992554973284307e-01,6.641371752335533118e-01,-1.095823127344784043e+00,-8.029512998909690280e-01,-1.104858263743710323e+00,3.554949112480577100e-01
6.863654625683496269e-01,5.433309448499048511e-01,-1.050748904354004143e+00,-8.688975023823383159e-01,-1.066743506694679766e+00,4.608585870351817881e-01
6.659973154845197918e-01,7.058613563381794798e-01,-1.104571673469755710e+00,-7.587749595451652729e-01,-1.181715259572351906e+00,3.932774226373123017e-01
4.794919667922116768e-01,4.051430898692257587e-01,-9.123182328524399587e-01,-8.276486091100907494e-01,-7.777354874646690286e-01,2.204957642803957452e-01
5.834622250154637424e-01,6.547196415469166419e-01,-1.101961350640597859e+00,-8.260712038092611342e-01,-1.076394428080285293e+00,3.098088784988665134e-01
5.635701209644814469e-01,4.551484407978029223e-01,-9.953587664926165646e-01,-8.947814341105374547e-01,-9.218769400160632399e-01,3.006544186981821576e-01
1.032779716104502477e+00,9.421427362802957672e-01,-1.232168016775039510e+00,-8.377363189955199241e-01,-1.481400381547313572e+00,8.827030750134637893e-01
7.425041043786826389e-01,5.652371786331636949e-01,-1.042999822199615290e+00,-9.578023556558089568e-01,-1.034188946642514262e+00,4.775203022397063179e-01
7.469696128581226890e-01,7.252708610565393732e-01,-1.101594742225270096e+00,-8.886757066255145388e-01,-1.042417128120245007e+00,4.880438350539698100e-01
6.988409532269479474e-01,6.760912705533986822e-01,-1.049917256851908842e+00,-8.705943536643101499e-01,-1.033170139581024882e+00,4.757978226961500079e-01
6.087689960009781132e-01,4.061054561730275680e-01,-9.251020454939448134e-01,-9.944329432091201237e-01,-8.118632351899057742e-01,3.474173608027176785e-01
5.974547073673978081e-01,4.576446035672273593e-01,-9.493626977663844890e-01,-9.914187924246566919e-01,-7.330446678589760401e-01,3.143507001339388429e-01
7.650945873331705949e-01,4.558807865609122989e-01,-9.518847006540253064e-01,-9.697420744558182815e-01,-9.229960952592196621e-01,5.755815893926354843e-01
8.977805530843434578e-01,7.224082608116551008e-01,-1.108650928415515713e+00,-8.900934678801912803e-01,-1.241492520675695932e+00,6.622832018374096297e-01
4.906722340654062764e-01,8.919506113665367497e-01,-1.082779365391637327e+00,-6.332539628273523569e-01,-7.471278619258927556e-01,1.079734025871797315e-01
5.014414554702982807e-01,8.259336443549825102e-01,-1.062027701835720261e+00,-6.842145451947378998e-01,-7.715249103081416315e-01,1.762333748473667860e-01
4.374733575859325319e-01,8.720450906990542261e-01,-1.062595488072551220e+00,-6.478159333627465655e-01,-6.270884415348814134e-01,8.614380270677046703e-02
2.792710376851843534e-01,1.512170210516060376e+00,-1.262601222162566428e+00,-2.219434979917452033e-01,-5.569947317340298021e-01,-1.886251726734878287e-01
6.536340207858616358e-01,9.313329060167372386e-01,-1.152592145170233895e+00,-7.557444065792248145e-01,-7.146099296744629070e-01,3.041010710772293901e-01
5.167229771987873477e-01,9.484091195284480857e-01,-1.084933396282041329e+00,-6.207149242252301136e-01,-6.017388191280054199e-01,1.407969444999432329e-01
4.566628703503463060e-01,9.358245749360881716e-01,-1.076448542639937278e+00,-6.146001674330623388e-01,-5.930760116230396894e-01,6.894137703144308238e-02
6.426422320169801194e-01,8.927917437645530585e-01,-1.115550184217926954e+00,-7.987755752733110004e-01,-5.714936692607697211e-01,2.834984720894555554e-01
5.141763494552564762e-01,1.126936039512935306e+00,-1.218385044843570242e+00,-5.337723473769625526e-01,-9.436317702540244490e-01,1.450475863240582586e-01
5.124031378495533806e-01,1.094461686545169732e+00,-1.228861127428106714e+00,-5.766416672140707300e-01,-9.406230562981426901e-01,1.654461237340415225e-01
5.877052206058952510e-01,1.176256221220930653e+00,-1.272837703683702859e+00,-5.417586204279791762e-01,-1.083584910585716266e+00,2.505748718131764474e-01
5.032073005191552983e-01,1.240255759266558400e+00,-1.272997979707575888e+00,-4.582227529895293583e-01,-1.068654225583573814e+00,1.652356828975260206e-01
-1.238193774056972618e+00,2.922925919475376055e+00,-1.309555404467626971e+00,1.916197910457676956e+00,-3.534618365001387374e-01,-2.042194791373584284e+00
