5.260087580963509479e-01,3.941342885749931635e-01,-7.690596052311016173e-01,-7.298585712080616350e-01,-7.338202917282824478e-01,2.869899858685555638e-01,-7.590477729585383415e-02,-2.502384662372835855e+00,-8.415541047684913512e-01,-1.154636432193701101e-01,-1.390220647192299923e-02
4.114581048613782932e-01,2.153984831882826412e-01,-6.629058865183261595e-01,-7.818552759570486232e-01,-4.896278163783172599e-01,1.619173327893741743e-01,-6.509396680660993473e-02,-2.573678685281290512e+00,-6.750429444047665317e-01,-1.357484734606073107e-01,-5.988647598629218138e-02
3.499082062999578357e-01,1.179209644684593855e-01,-5.931665955396204781e-01,-8.024590539387460586e-01,-3.540385771041651419e-01,8.729499011723813873e-02,-6.260163261333832885e-02,-2.633997536107755444e+00,-5.983907806158940135e-01,-1.483154731614004240e-01,-9.273267374409514818e-02
3.788926725411630447e-01,1.738258992163317362e-01,-6.237594775377722778e-01,-7.753354249554115230e-01,-4.541829883678122903e-01,1.317556337517194753e-01,-8.621736646975719509e-02,-2.523788219352101514e+00,-6.069645511724163223e-01,-1.536729414111755454e-01,-5.606614926997600945e-02
3.262318919761529323e-01,9.355084061775496840e-02,-5.786951980439477561e-01,-8.346595846656690298e-01,-2.461233175184220356e-01,5.707190959793509433e-02,-4.547632359975204396e-03,-2.817327419006332878e+00,-6.546186778707123732e-01,-1.103450399531259868e-01,-1.444646518010456182e-01
3.260133138113560647e-01,6.509889391145187720e-02,-5.696400758954922594e-01,-8.236829996178968161e-01,-3.324744590974005320e-01,6.840584636061554369e-02,-9.715203971244459891e-02,-2.550350207296121496e+00,-5.075977922155041622e-01,-1.976371125935536266e-01,-8.627487338796030469e-02
3.776714487806688281e-01,1.600102027062333399e-01,-6.321443239454351826e-01,-8.123586469642343211e-01,-3.521116325975882644e-01,9.777984583299476062e-02,-6.456670116036021360e-03,-2.794527762481003652e+00,-7.172973650421503589e-01,-9.690234194462081507e-02,-1.285491996636771439e-01
4.065971274151798376e-01,2.019229059233319801e-01,-6.559857207811168323e-01,-7.923442515211289727e-01,-4.536798449981117587e-01,1.389411404517650606e-01,-4.573503838132860627e-02,-2.665432243476097529e+00,-7.060094425274699992e-01,-1.233873313644940350e-01,-9.097325986307812362e-02
3.329855934894309644e-01,8.461820186389892862e-02,-5.726203002169798495e-01,-8.404584502555957348e-01,-2.274561671243417460e-01,5.405476295882669785e-02,-1.468650252901425009e-03,-2.862316611683281664e+00,-6.724329586976358630e-01,-1.111893759125314601e-01,-1.575959149325794340e-01
3.638949801684153718e-01,7.688290867730764033e-02,-5.755285061201930175e-01,-9.115419510883990828e-01,-9.687972165436304836e-03,6.253924694469119305e-02,1.321357069729823530e-01,-3.359713705550139817e+00,-8.975065925150356172e-01,-2.545205272546103431e-02,-2.632788184885357929e-01
2.917192485928767898e-01,4.110644701323425826e-02,-5.438178548802793388e-01,-8.315425490977446099e-01,-2.863141101139378142e-01,4.428600596518832144e-02,-8.962674004215091805e-02,-2.554722081425866431e+00,-4.835578784352965731e-01,-1.970182579102523202e-01,-9.865879616795969476e-02
3.690992135126652252e-01,1.497115474659982681e-01,-6.127983776265418792e-01,-8.060475209993174239e-01,-3.426872980412304925e-01,1.002771171829491687e-01,-2.392213923082503468e-02,-2.749214420253186297e+00,-6.838776656511602603e-01,-1.074464566187465220e-01,-1.100129462724396406e-01
5.579047522802189629e-01,3.279440347856042437e-01,-7.342030850747578441e-01,-8.901798182002758075e-01,-1.810086417670684622e-01,2.575660084480715373e-01,2.237575947882455285e-01,-3.651065552476151499e+00,-1.310040719861127689e+00,8.618340873470979602e-02,-2.739367379204134534e-01
4.777461461016329070e-01,2.293146176754269905e-01,-6.723275904723795549e-01,-8.804128969648479242e-01,-1.590341751938356141e-01,1.749573022511138332e-01,1.594837906240149650e-01,-3.442534051353853375e+00,-1.102302805606603098e+00,2.846465777938709044e-02,-2.489106170503654347e-01
5.066292514799687341e-01,3.038177947715450800e-01,-7.207635953876772028e-01,-8.362448089756332470e-01,-3.257551713375763103e-01,2.146811562452362043e-01,1.279288316443028262e-01,-3.261726757590248216e+00,-1.096148840424122861e+00,2.548859480817865925e-02,-1.947997166760776777e-01
4.944371701062306723e-01,3.363826150870968257e-01,-7.319309978283623508e-01,-7.886852301603413107e-01,-4.574064071395944620e-01,2.141975738449909128e-01,7.002649579169695215e-02,-3.018979464466239548e+00,-1.011366759801542559e+00,3.759374891426014824e-03,-1.398107907449439302e-01
4.894652398616854416e-01,2.446480637297106242e-01,-6.863354332912797728e-01,-8.777442874213645663e-01,-1.721474948865296117e-01,1.859475382779610664e-01,1.739687717782587018e-01,-3.465634345839152974e+00,-1.128827253481917037e+00,4.092168799691511816e-02,-2.479099425019496983e-01
5.259724913307575189e-01,3.709313170581686192e-01,-7.506889691192559777e-01,-7.988415387119973676e-01,-4.164491977960159130e-01,2.473526345610233546e-01,1.251586371099099038e-01,-3.185006613844475254e+00,-1.127068470636469533e+00,4.973716700805637381e-02,-1.631984195664910875e-01
4.384838644580039690e-01,2.588179463116717094e-01,-6.826272007083297177e-01,-8.115634337875711202e-01,-3.741477693853170750e-01,1.694690035027058284e-01,5.343807220975892863e-02,-2.970122656743746870e+00,-9.047353616165660917e-01,-2.905711925039679289e-02,-1.458131900064826292e-01
5.067498930973043381e-01,3.470824172023803111e-01,-7.270717721473429762e-01,-8.077895820907319280e-01,-3.356970284687735284e-01,2.189557006215855917e-01,1.333632880415134281e-01,-3.272513501723113283e+00,-1.126924015259606948e+00,5.501008841200271532e-02,-1.791507079639061695e-01
5.727090005430639508e-01,3.282611089975568941e-01,-7.242607932379483415e-01,-9.058265045295902373e-01,-1.156949758249476573e-01,2.772262359314167646e-01,2.451116103844932503e-01,-3.763977387583670620e+00,-1.367433360273507814e+00,9.925074862383624630e-02,-2.945652217164534958e-01
6.593655538435480024e-01,6.034033003818995988e-01,-8.785235832214814966e-01,-6.893943856786488578e-01,-8.381257635552118446e-01,3.949333228694770770e-01,4.211217135770164294e-02,-2.858850772659877304e+00,-1.237760939829487095e+00,3.740561629898786489e-02,-5.653415857264855460e-02
5.509986038818349696e-01,6.361606534815952285e-01,-9.119131828948997542e-01,-6.000394072726570327e-01,-1.000011127459189186e+00,3.657931985272676600e-01,-2.582355909457964170e-04,-2.294705629961453219e+00,-9.359535410377041176e-01,1.705986635424730155e-02,1.396303357442699178e-01
