5.036150439186927175e-01,3.773548519779576504e-01,-7.363185135286447469e-01,-6.987863809029075668e-01,-7.025794395223218247e-01,2.747719921251635111e-01,-7.267329139125834614e-02,-2.395850909789446259e+00,-8.057267125489712134e-01,-1.105480219785314050e-01,-1.331034933384477904e-02,-6.195738472088198334e-02
3.939411433003335294e-01,2.062283467740596565e-01,-6.346840656438924588e-01,-7.485694355435906777e-01,-4.687829441121438290e-01,1.550240436281510037e-01,-6.232272837203964300e-02,-2.464109739943000754e+00,-6.463044138727782606e-01,-1.299692683277274829e-01,-5.733693549727519878e-02,-1.819807769125758590e-01
3.350116019379767440e-01,1.129007279548749076e-01,-5.679137779851726187e-01,-7.682960511054610642e-01,-3.389661309110101328e-01,8.357858990956541778e-02,-5.993650005381336715e-02,-2.521860642832969290e+00,-5.729155543931330197e-01,-1.420012545044324892e-01,-8.878477561732116274e-02,-2.443714497370216843e-01
3.627621156211551234e-01,1.664256279398372562e-01,-5.972042325145938690e-01,-7.423271534560911267e-01,-4.348471049451251291e-01,1.261464153535121757e-01,-8.254684381750783395e-02,-2.416343255443801574e+00,-5.811243147396305542e-01,-1.471306398357110912e-01,-5.367925113858829783e-02,-1.849011639847593647e-01
3.123432567926061054e-01,8.956811076083129319e-02,-5.540584697356983890e-01,-7.991257121075578951e-01,-2.356451360430577291e-01,5.464219334048225907e-02,-4.354026497550164687e-03,-2.697385642381863402e+00,-6.267496674370339749e-01,-1.056473324575791239e-01,-1.383143737469016976e-01,-3.082170059896814363e-01
3.121339841324660691e-01,6.232744571577802928e-02,-5.453888503267220189e-01,-7.886164320322280874e-01,-3.183200597764770934e-01,6.549361163466863034e-02,-9.301599639451477164e-02,-2.441774422737302608e+00,-4.859878861043931408e-01,-1.892231290957599454e-01,-8.260190249987905964e-02,-2.691353093455429168e-01
3.615928828882217227e-01,1.531981055885344167e-01,-6.052321117596637379e-01,-7.777741898238191842e-01,-3.371212220052712261e-01,9.361707499274483923e-02,-6.181790994933206509e-03,-2.675556633176978227e+00,-6.867599416135486967e-01,-9.277692898285418155e-02,-1.230764884383864777e-01,-2.624438077474207098e-01
3.892871117231508360e-01,1.933264638079308650e-01,-6.280585113769215910e-01,-7.586118650812349040e-01,-4.343653818438859560e-01,1.330260142511006105e-01,-4.378796552056059971e-02,-2.551957083791808412e+00,-6.759525786077404952e-01,-1.181343758020807211e-01,-8.710026507387259864e-02,-2.101079518982833794e-01
3.188094336991136313e-01,8.101576027409472525e-02,-5.482421978793092787e-01,-8.046777032175893574e-01,-2.177727002312006832e-01,5.175349536012395502e-02,-1.406125563941064242e-03,-2.740459515006845148e+00,-6.438055428059148433e-01,-1.064557225931672818e-01,-1.508866010281133818e-01,-3.203720755904453932e-01
3.484029183896959481e-01,7.360978089080931486e-02,-5.510265930459823380e-01,-8.727349738291353409e-01,-9.275527170377455624e-03,5.987677032351508555e-02,1.265103077584815994e-01,-3.216680975994198999e+00,-8.592971410639166363e-01,-2.436848522740015996e-02,-2.520702777189848254e-01,-4.637371714258213262e-01
2.792999164571302595e-01,3.935642667402002026e-02,-5.206659559442817775e-01,-7.961413777589865237e-01,-2.741248903562172878e-01,4.240062260533023625e-02,-8.581107049618569294e-02,-2.445960173540819405e+00,-4.629714209830969596e-01,-1.886306208462052991e-01,-9.445860586981176532e-02,-2.873033554760141550e-01
3.533855924685702643e-01,1.433378938880964237e-01,-5.867097783287563706e-01,-7.717317467445427015e-01,-3.280981086284494586e-01,9.600803027861445904e-02,-2.290370457511324565e-02,-2.632172410985026634e+00,-6.547630154835466509e-01,-1.028721501991534670e-01,-1.053293769653753376e-01,-2.489221373133502502e-01
5.341531333791663672e-01,3.139825087307249740e-01,-7.029459362489063334e-01,-8.522822887225527388e-01,-1.733025803659473119e-01,2.466006785247817357e-01,2.142315868166244641e-01,-3.495629132136038653e+00,-1.254268497459670506e+00,8.251433176145533954e-02,-2.622744586953472679e-01,-3.947885156600610124e-01
4.574071109038235217e-01,2.195520311672345404e-01,-6.437046604107583558e-01,-8.429311735724330790e-01,-1.522636303902487609e-01,1.675088638751354164e-01,1.526941043911681506e-01,-3.295975420140429879e+00,-1.055374587043627299e+00,2.725283497099238381e-02,-2.383137721723768698e-01,-3.903634264397978781e-01
4.850605789492248854e-01,2.908833925330290837e-01,-6.900786045080832265e-01,-8.006434488337923483e-01,-3.118868315304059169e-01,2.055415585136630974e-01,1.224825312798522997e-01,-3.122865615811090567e+00,-1.049482613957732013e+00,2.440347160796751264e-02,-1.865065293289312753e-01,-2.909653863231916882e-01
4.733875497420370060e-01,3.220618342623526864e-01,-7.007705783280198109e-01,-7.551086188425574219e-01,-4.379332934568799796e-01,2.050785636148342583e-01,6.704526533215572626e-02,-2.890452777039688836e+00,-9.683099517176904092e-01,3.599327429269660438e-03,-1.338586410160582940e-01,-2.033613450382594778e-01
4.686272889480359582e-01,2.342326880749251161e-01,-6.571161488467633927e-01,-8.403761744554851809e-01,-1.648186781367089182e-01,1.780312137678792539e-01,1.665624180035805701e-01,-3.318092268277808898e+00,-1.080769812457723189e+00,3.917953338339354857e-02,-2.373556992336816884e-01,-3.825250609671119184e-01
5.035803211342028129e-01,3.551396980672516523e-01,-7.187299685284364026e-01,-7.648325439646505020e-01,-3.987197509732866574e-01,2.368221175036710480e-01,1.198302719388661119e-01,-3.049411670477922609e+00,-1.079085906084834567e+00,4.761971195651717309e-02,-1.562505908359508866e-01,-2.238889859017553219e-01
4.198163381458489551e-01,2.477993177726190432e-01,-6.535657864499815339e-01,-7.770128311720365666e-01,-3.582192167160694884e-01,1.622542178779444177e-01,5.116305891986388382e-02,-2.843675944927737120e+00,-8.662181605574337251e-01,-2.782007364363851126e-02,-1.396055007806320802e-01,-2.455048382029375864e-01
4.851760845039855830e-01,3.323061148551536559e-01,-6.961182239383059134e-01,-7.733996432568305268e-01,-3.214054350492549506e-01,2.096341231728873766e-01,1.276856271504616391e-01,-3.133193137048327248e+00,-1.078947600591165124e+00,5.266814984572418257e-02,-1.715237441783830918e-01,-2.764382723119073737e-01
5.483271219759688897e-01,3.142860841764190116e-01,-6.934269165311200966e-01,-8.672628503607988648e-01,-1.107695060860188763e-01,2.654239132619925501e-01,2.346765002079236884e-01,-3.603733983854491285e+00,-1.309217767176196201e+00,9.502535719757079780e-02,-2.820247282735885430e-01,-4.286206341093080630e-01
