6.167999421950685068e-01,4.621634196547357853e-01,-9.018023231548859542e-01,-8.558350362091251551e-01,-8.604805653001406096e-01,3.365255881573440133e-01,-8.900624091859013487e-02,-2.934306114383495423e+00
4.824773948872223550e-01,2.525771100470956543e-01,-7.773260543513195175e-01,-9.168065770625092314e-01,-5.741395065971979239e-01,1.898649023759638732e-01,-7.632944194478667732e-02,-3.017905766541250312e+00
4.103037413302174086e-01,1.382745875391100665e-01,-6.955494869799613289e-01,-9.409666483018231942e-01,-4.151470304087096497e-01,1.023624493498811461e-01,-7.340692105006965673e-02,-3.088635888673974428e+00
4.442910406421720637e-01,2.038289342874403109e-01,-7.314228209455987395e-01,-9.091613740900644780e-01,-5.325767616210220767e-01,1.544971752486472838e-01,-1.010988236150552749e-01,-2.959404009626451337e+00
3.825408018704904434e-01,1.096980842945618900e-01,-6.785802692598682517e-01,-9.787251175008825355e-01,-2.886051718371083208e-01,6.692274605534326293e-02,-5.332571622777729052e-03,-3.303609231672492097e+00
3.822844962532612745e-01,7.633521948733676399e-02,-6.679621973518078404e-01,-9.658539306266049618e-01,-3.898608606723043546e-01,8.021296495847281272e-02,-1.139208645415604598e-01,-2.990550701342668649e+00
4.428590288490489857e-01,1.876285941264645707e-01,-7.412549248791491241e-01,-9.525749500874703957e-01,-4.128874876882213107e-01,1.146570324720460332e-01,-7.571116817059089787e-03,-3.276874264601251419e+00
4.767773935817734565e-01,2.367755950530349429e-01,-7.692114407427202982e-01,-9.291059911350503242e-01,-5.319867737233485716e-01,1.629229287156998829e-01,-5.362908619997830417e-02,-3.125496350385452260e+00
3.904602188742460900e-01,9.922363689758786909e-02,-6.714568201331365671e-01,-9.855248901389055405e-01,-2.667159977372609569e-01,6.338482801890017726e-02,-1.722145072969394645e-03,-3.356363736260913999e+00
4.267046874756423303e-01,9.015320163027726319e-02,-6.748669938334469487e-01,-1.068877683281306057e+00,-1.136015433137348499e-02,7.333376736921722039e-02,1.549428506053717181e-01,-3.939613528251786789e+00
3.420711402609694640e-01,4.820158172530508711e-02,-6.376829592509581923e-01,-9.750700693129521479e-01,-3.357330535845587383e-01,5.192994507968852480e-02,-1.050966684988254990e-01,-2.995677178172199362e+00
4.328071919995594707e-01,1.755523504155178660e-01,-7.185697920034403996e-01,-9.451744989154512444e-01,-4.018364758559739847e-01,1.175853426961413900e-01,-2.805119471423800359e-02,-3.223739660972343213e+00
6.542013106438812065e-01,3.845484672746202204e-01,-8.609294302864065607e-01,-1.043828362090831963e+00,-2.122514465021229368e-01,3.020229163049124033e-01,2.623790372437426188e-01,-4.281253851870644667e+00
5.602070132175014372e-01,2.688952241756767392e-01,-7.883739815289403374e-01,-1.032375631768930768e+00,-1.864841004199218333e-01,2.051556219437038475e-01,1.870113212448150652e-01,-4.036728992049726905e+00
5.940754563822979728e-01,3.562579431778137296e-01,-8.451702317283393828e-01,-9.805839577724611011e-01,-3.819817973714372261e-01,2.517359696474430475e-01,1.500098520200590646e-01,-3.824713647009767570e+00
5.797789737271904498e-01,3.944435797837843594e-01,-8.582651718293596854e-01,-9.248154082710082768e-01,-5.363565551729415626e-01,2.511689190196220167e-01,8.211334486664605137e-02,-3.540067214678936036e+00
5.739488687332509054e-01,2.868752834320303369e-01,-8.047996332086652105e-01,-1.029246409704039245e+00,-2.018608307574754346e-01,2.180428160098297763e-01,2.039964672164674975e-01,-4.063816488377330671e+00
6.167574156428441423e-01,4.349555238354238518e-01,-8.802608428706406585e-01,-9.367247356940875402e-01,-4.883299701270643056e-01,2.900466738447173842e-01,1.467615109945857033e-01,-3.734751304179494191e+00
5.141679070705255095e-01,3.034909435763496477e-01,-8.004513450716251866e-01,-9.516424799834100057e-01,-4.387271485069182964e-01,1.987200212076658534e-01,6.266169401680897477e-02,-3.482777529449875065e+00
5.942169212181083182e-01,4.069902099009136687e-01,-8.525672246506615926e-01,-9.472172466148879311e-01,-3.936396582139573552e-01,2.567483172246664558e-01,1.563823170029464971e-01,-3.837362225679262107e+00
6.715608304849779442e-01,3.849202697448143029e-01,-8.492710597063728439e-01,-1.062175728127839447e+00,-1.356643844854313607e-01,3.250765765123114215e-01,2.874188400657817222e-01,-4.413654714585367067e+00
7.731746463081201615e-01,7.075530874101830792e-01,-1.030160215029646720e+00,-8.083865728302315201e-01,-9.827895725233528612e-01,4.631003704166074542e-01,4.938089805413718031e-02,-3.352299679766818308e+00
6.461031338220164510e-01,7.459644887174113892e-01,-1.069312991160245696e+00,-7.036085730966947782e-01,-1.172616988058344356e+00,4.289305458021291928e-01,-3.028080713799167394e-04,-2.690780862731688039e+00
4.171286235023972666e-01,1.966540542381394752e-01,-7.418637999131485472e-01,-8.694751081686916683e-01,-5.972245374146492036e-01,1.530427666343646687e-01,-1.342332392066745983e-01,-2.707224278533955975e+00
5.455662251912805072e-01,5.485209066638871978e-01,-9.438979089225244534e-01,-7.347570191539557483e-01,-9.445817999011170141e-01,3.308969593046385826e-01,-7.292106216037347322e-02,-2.585159148877600899e+00
4.490040825848591322e-01,3.268460958098123315e-01,-8.154080915459356316e-01,-8.181704794131451353e-01,-6.969260721614063403e-01,1.813940847649197219e-01,-7.752076514118678985e-02,-2.781684108133282152e+00
5.399661945013706221e-01,5.751596653498944889e-01,-9.490106663350925675e-01,-6.953762237073162211e-01,-9.568353239832203538e-01,3.078676240569124256e-01,-4.311027196622511243e-02,-2.668072557767858122e+00
