6.593868742502624336e-01,4.940734780136706306e-01,-9.640672353835371133e-01,-9.149261385976619199e-01,-9.198924180944821893e-01,3.597609865049632982e-01,-9.515167394343540530e-02
5.157900310089210683e-01,2.700162884393516038e-01,-8.309965066272733125e-01,-9.801074575168201575e-01,-6.137809502566147213e-01,2.029741184183252445e-01,-8.159960579458395979e-02
4.386331498769121540e-01,1.478217519625232568e-01,-7.435736788072568881e-01,-1.005935660093266737e+00,-4.438108436931469392e-01,1.094300613537874667e-01,-7.847529953923562673e-02
4.749671011703614498e-01,2.179022964613890057e-01,-7.819238859560381227e-01,-9.719343917524669862e-01,-5.693485068981261055e-01,1.651644277156597285e-01,-1.080791886209791774e-01
4.089533191603277884e-01,1.172721849759136986e-01,-7.254328219986388993e-01,-1.046301161576677963e+00,-3.085319065901366287e-01,7.154342489176337971e-02,-5.700758857962087006e-03
4.086793169300486084e-01,8.160578224737256858e-02,-7.140816256591843159e-01,-1.032541284021051720e+00,-4.167787911853067517e-01,8.575126652911690961e-02,-1.217865269484580543e-01
4.734362161693080884e-01,2.005834043380846088e-01,-7.924348471876089262e-01,-1.018345456700172180e+00,-4.413952909186193430e-01,1.225735235698887649e-01,-8.093864332765115036e-03
5.096964732977342649e-01,2.531237583537095936e-01,-8.223216197845788500e-01,-9.932560842361100040e-01,-5.687177833051439979e-01,1.741719370582692772e-01,-5.733190472173871344e-02
4.174195320549123900e-01,1.060745296972672169e-01,-7.178175345573977184e-01,-1.053570424296518260e+00,-2.851313951726869300e-01,6.776123141894668800e-02,-1.841050523820592913e-03
4.561664988183723457e-01,9.637782652035645214e-02,-7.214631635905262019e-01,-1.142678308344947657e+00,-1.214451581967849504e-02,7.839709496485521012e-02,1.656408747129714532e-01
3.656894310741832799e-01,5.152965837619311040e-02,-6.817117585432038718e-01,-1.042393750704853739e+00,-3.589137314082386787e-01,5.551544645776615439e-02,-1.123530645754179519e-01
4.626903505697255170e-01,1.876733567707856987e-01,-7.681834200463675266e-01,-1.010434041616387946e+00,-4.295812623319182344e-01,1.257040188786751056e-01,-2.998798854581797083e-02
6.993706189736779155e-01,4.110996037573372286e-01,-9.203722749492044830e-01,-1.115899457583230392e+00,-2.269063407594634485e-01,3.228760787906523322e-01,2.804949893821958029e-01
5.988864883222374536e-01,2.874610862300445713e-01,-8.428072375794695148e-01,-1.103655973866752404e+00,-1.993598891005980145e-01,2.193205852239603626e-01,1.999235118702903657e-01
6.350933770496932640e-01,3.808557613394737973e-01,-9.035249830365100765e-01,-1.048288345414672751e+00,-4.083557182137214081e-01,2.691170715280159498e-01,1.603672773999198220e-01
6.198097942121592041e-01,4.216779239895865894e-01,-9.175240628531801113e-01,-9.886692582170216737e-01,-5.733892761735603916e-01,2.685108689079412914e-01,8.778285810657203425e-02
6.135771498075189845e-01,3.066825780960927283e-01,-8.603669978480458225e-01,-1.100310694765621378e+00,-2.157983052868662766e-01,2.330975751874773405e-01,2.180813966960809536e-01
6.593414114536154669e-01,4.649870139076979769e-01,-9.410384242899394458e-01,-1.001400864766757381e+00,-5.220466971168652437e-01,3.100729370572282151e-01,1.568946547734275665e-01
5.496686135807226092e-01,3.244454659575549682e-01,-8.557184822972526694e-01,-1.017348604227943154e+00,-4.690190502826223629e-01,2.124406386432963201e-01,6.698816865307476165e-02
6.352446093205155186e-01,4.350908357772659829e-01,-9.114327010958590547e-01,-1.012617830764648064e+00,-4.208184956809780664e-01,2.744754964815578901e-01,1.671797290213996035e-01
7.179287263006172148e-01,4.114970773170578688e-01,-9.079089525496236712e-01,-1.135513616914720192e+00,-1.450313275234439980e-01,3.475214782212781572e-01,3.072636645800371769e-01
8.265584647500306970e-01,7.564060674408628060e-01,-1.101287593750374105e+00,-8.642015975997445754e-01,-1.050646246764687763e+00,4.950751205105851649e-01,5.279040056279798304e-02
6.907133037951258547e-01,7.974695827087282529e-01,-1.143143672042306713e+00,-7.521892042642062126e-01,-1.253580290064318259e+00,4.585460414610042501e-01,-3.237154448724232150e-04
4.459292558178832855e-01,2.102320270511937594e-01,-7.930857619786334523e-01,-9.295079888844164362e-01,-6.384598862800492380e-01,1.636095995056545405e-01,-1.435013688652134189e-01
5.832348275603801424e-01,5.863935149196780605e-01,-1.009069309508697110e+00,-7.854882937718286051e-01,-1.009800419717782560e+00,3.537437291552106289e-01,-7.795589453821799575e-02
